member_id,gender,age,prefecture_code,join_date,leave_date,member_rank,annual_spend,has_spouse,email_optin,registration_channel
M0001066,9,49,01,2018-03-15,,SILVER,200957,1,0,WEB
M0001067,1,27,28,2024-01-15,,PLATINUM,638069,0,1,WEB
M0001068,2,42,02,2022-07-13,,GOLD,357084,0,1,WEB
M0001069,1,65,03,2016-03-15,,SILVER,108440,0,1,WEB
M0001070,1,26,43,2023-03-28,,BRONZE,96067,0,1,WEB
M0001071,2,42,14,2022-09-27,,BRONZE,43388,0,1,WEB
M0001072,2,37,14,2017-08-30,,BRONZE,60884,1,0,WEB
M0001073,1,39,28,2010-04-24,,PLATINUM,690705,1,1,STORE
M0001074,2,12,11,2021-11-11,,SILVER,195478,0,1,STORE
M0001075,2,64,11,2015-06-08,2023-12-28,SILVER,390927,1,0,STORE
M0001076,1,27,13,2015-11-02,,GOLD,1221285,1,1,PHONE
M0001077,2,57,13,2021-06-02,,BRONZE,39137,1,1,APP
M0001078,2,29,39,2022-12-23,,PLATINUM,1680545,0,0,WEB
M0001079,2,29,13,2011-05-29,,SILVER,330328,0,0,STORE
M0001080,1,61,01,2023-03-08,2025-12-31,BRONZE,35463,1,1,APP
M0001081,1,57,16,2014-09-08,,SILVER,221890,1,1,STORE
M0001082,2,44,13,2019-01-22,,BRONZE,63445,1,1,WEB
M0001083,2,53,27,2023-11-24,,SILVER,156618,1,1,APP
M0001084,2,35,40,2013-06-28,,BRONZE,244362,1,0,WEB
M0001085,9,40,23,2013-07-15,,BRONZE,84068,1,1,WEB
M0001086,2,29,14,2025-07-10,,SILVER,237675,0,1,APP
M0001087,2,55,12,2015-12-20,,BRONZE,73409,1,1,PHONE
M0001088,2,28,27,2025-02-25,,BRONZE,85921,0,1,APP
M0001089,2,65,13,2015-09-19,,GOLD,388392,1,1,PHONE
M0001090,2,35,13,2019-12-02,2024-02-24,BRONZE,9666,0,1,WEB
M0001091,1,40,14,2018-03-01,,SILVER,356240,1,1,STORE
M0001092,2,53,40,2025-09-28,,SILVER,224634,1,1,WEB
M0001093,1,40,42,2018-10-21,,BRONZE,62518,1,0,STORE
M0001094,1,35,13,2018-01-17,,PLATINUM,1234048,1,1,APP
M0001095,2,39,23,2017-06-18,,BRONZE,94571,0,0,WEB
M0001096,1,55,28,2016-01-04,,BRONZE,53044,1,1,WEB
M0001097,1,29,06,2017-01-15,,BRONZE,48511,0,0,PHONE
M0001098,2,38,12,2017-05-15,,SILVER,189920,0,1,WEB
M0001099,2,40,13,2022-03-21,,BRONZE,25895,1,1,WEB
M0001100,1,55,12,2010-09-26,2018-07-02,BRONZE,36916,1,0,PHONE
M0001101,1,38,14,2018-01-06,2025-12-31,SILVER,141839,0,1,WEB
M0001102,1,71,18,2018-10-15,,SILVER,620491,0,1,APP
M0001103,2,37,27,2022-01-19,,BRONZE,27899,0,0,WEB
M0001104,2,36,08,2020-08-29,,BRONZE,100653,1,1,WEB
M0001105,1,37,01,2016-11-29,,BRONZE,143049,0,0,WEB
M0001106,2,18,12,2011-10-03,,BRONZE,155000,0,1,WEB
M0001107,1,22,13,2015-12-15,,SILVER,102484,1,0,STORE
M0001108,1,31,03,2014-02-02,,BRONZE,27578,1,0,APP
M0001109,9,59,10,2013-04-07,,BRONZE,31316,1,1,STORE
M0001110,1,39,23,2021-07-16,,BRONZE,29584,0,1,STORE
M0001111,1,32,14,2017-08-26,,SILVER,122320,1,1,WEB
M0001112,1,61,13,2022-09-12,,SILVER,184536,1,1,APP
M0001113,2,66,14,2012-03-19,,BRONZE,20833,1,1,WEB
M0001114,2,61,17,2025-10-10,,SILVER,153674,1,1,WEB
M0001115,9,25,40,2017-07-29,,SILVER,333608,1,1,PHONE
M0001116,1,32,06,2014-01-19,2023-11-03,BRONZE,24787,1,0,PHONE
M0001117,1,71,10,2015-10-22,,BRONZE,29626,0,0,WEB
M0001118,2,44,03,2023-06-19,,BRONZE,92218,1,1,WEB
M0001119,1,35,03,2021-05-12,2025-12-31,GOLD,506667,1,1,STORE
M0001120,2,52,01,2012-10-02,,BRONZE,30251,0,0,STORE
M0001121,2,57,23,2025-11-04,,BRONZE,104499,1,1,APP
M0001122,1,30,27,2012-02-04,,SILVER,339296,0,0,STORE
M0001123,2,44,29,2014-05-29,,SILVER,108981,1,1,WEB
M0001124,1,56,44,2021-09-01,,GOLD,285282,0,1,STORE
M0001125,1,20,11,2018-06-23,,BRONZE,104179,0,1,WEB
M0001126,2,40,39,2017-02-18,,BRONZE,61044,1,1,STORE
M0001127,2,21,47,2024-10-27,,SILVER,109661,0,1,STORE
M0001128,2,23,23,2022-09-14,2025-12-31,SILVER,103282,0,1,PHONE
M0001129,2,30,09,2025-05-24,2025-12-31,PLATINUM,603354,1,1,WEB
M0001130,9,48,12,2014-07-10,,SILVER,296066,1,1,STORE
M0001131,9,35,27,2023-08-12,,SILVER,247767,1,1,WEB
M0001132,2,29,13,2013-05-30,,BRONZE,118204,0,1,APP
M0001133,1,41,11,2022-11-23,,PLATINUM,646220,1,1,WEB
M0001134,2,21,20,2018-10-13,2025-08-26,SILVER,132878,0,1,WEB
M0001135,9,47,14,2019-07-27,,BRONZE,19281,1,0,WEB
M0001136,1,59,19,2011-11-05,,SILVER,222854,1,1,APP
M0001137,2,39,12,2024-01-25,,SILVER,113885,1,1,WEB
M0001138,1,37,05,2014-06-18,,BRONZE,33828,1,0,STORE
M0001139,1,46,14,2019-07-28,,SILVER,137971,1,0,WEB
M0001140,2,6,11,2012-08-29,,SILVER,73086,0,1,APP
M0001141,1,49,27,2024-10-25,,BRONZE,57089,0,0,PHONE
M0001142,2,93,27,2015-02-14,2018-10-30,PLATINUM,841544,1,0,WEB
M0001143,2,38,13,2022-03-16,,PLATINUM,1021661,0,0,STORE
M0001144,2,38,13,2022-04-01,,BRONZE,58457,0,1,WEB
M0001145,1,53,27,2018-10-21,2022-02-04,BRONZE,135977,0,1,STORE
M0001146,1,68,28,2011-12-07,,GOLD,544992,1,0,WEB
M0001147,2,57,11,2014-06-24,,BRONZE,24849,1,1,WEB
M0001148,2,3,27,2019-10-16,,PLATINUM,571467,0,0,APP
M0001149,2,50,31,2018-07-29,,BRONZE,34335,1,1,WEB
M0001150,2,84,23,2019-05-11,,SILVER,150564,1,0,WEB
M0001151,1,51,38,2013-12-28,,SILVER,214683,1,0,WEB
M0001152,2,20,12,2018-08-11,,BRONZE,37690,0,1,APP
M0001153,1,45,13,2011-05-14,,SILVER,122258,1,1,PHONE
M0001154,1,18,37,2017-09-30,,BRONZE,27823,0,0,APP
M0001155,2,61,31,2011-06-19,,BRONZE,20484,1,0,APP
M0001156,1,24,12,2020-08-15,,BRONZE,28654,1,0,PHONE
M0001157,1,41,23,2019-01-26,,BRONZE,42104,1,0,APP
M0001158,1,25,11,2023-08-18,,BRONZE,137731,0,1,STORE
M0001159,1,31,23,2017-05-24,2024-10-19,BRONZE,24480,0,1,STORE
M0001160,2,65,18,2012-08-04,,BRONZE,75199,1,1,PHONE
M0001161,1,42,23,2013-10-06,,BRONZE,121817,1,1,WEB
M0001162,2,30,13,2023-01-10,,BRONZE,34925,1,1,STORE
M0001163,2,21,13,2025-05-01,,GOLD,342653,0,1,APP
M0001164,1,8,13,2010-12-26,,BRONZE,41983,0,1,WEB
M0001165,1,19,27,2020-10-27,,SILVER,197508,0,1,APP
M0001166,2,42,40,2017-09-18,,BRONZE,74827,1,1,APP
M0001167,2,57,34,2014-02-15,,BRONZE,66668,0,1,STORE
M0001168,2,30,27,2018-03-09,,BRONZE,52959,0,1,APP
M0001169,2,67,14,2024-12-21,,BRONZE,26425,1,1,WEB
M0001170,1,28,27,2013-02-28,,SILVER,339297,0,1,PHONE
M0001171,1,36,28,2023-05-24,,SILVER,119471,1,1,WEB
M0001172,2,22,01,2011-06-09,,BRONZE,63599,1,0,WEB
M0001173,1,57,23,2021-07-13,2025-12-31,BRONZE,38471,1,1,STORE
M0001174,2,76,42,2011-03-14,,GOLD,376492,0,0,APP
M0001175,2,10,47,2010-12-21,,BRONZE,35709,0,0,APP
M0001176,2,34,26,2010-08-06,,GOLD,645601,0,1,STORE
M0001177,2,62,22,2022-11-17,,SILVER,144407,1,1,APP
M0001178,1,15,40,2019-03-07,,BRONZE,39584,0,0,STORE
M0001179,1,50,28,2021-01-17,,BRONZE,91032,1,1,APP
M0001180,1,61,14,2012-06-27,,BRONZE,163868,1,0,WEB
M0001181,2,41,19,2024-09-29,2025-12-31,SILVER,258560,0,1,PHONE
M0001182,1,49,13,2022-12-10,,PLATINUM,1136965,1,1,APP
M0001183,1,70,27,2017-10-26,,BRONZE,25357,1,0,APP
M0001184,1,73,13,2024-05-20,,PLATINUM,774536,1,1,WEB
M0001185,1,39,01,2012-04-15,,BRONZE,51874,1,1,PHONE
M0001186,2,31,05,2014-09-05,,BRONZE,17689,1,1,WEB
M0001187,1,24,13,2010-10-11,2014-05-21,SILVER,159491,1,0,WEB
M0001188,9,57,23,2012-08-19,,PLATINUM,844552,1,1,WEB
M0001189,1,17,40,2023-06-19,,SILVER,70501,0,1,PHONE
M0001190,2,36,20,2016-07-21,,GOLD,431680,0,1,PHONE
M0001191,1,42,13,2020-04-29,,SILVER,160440,1,1,STORE
M0001192,1,31,13,2024-02-08,,GOLD,343247,1,1,APP
M0001193,2,45,01,2022-03-23,,GOLD,177355,1,1,STORE
M0001194,9,84,01,2016-05-25,,SILVER,110460,1,1,WEB
M0001195,2,38,26,2015-07-29,,SILVER,183664,1,1,APP
M0001196,1,33,01,2011-09-26,,SILVER,187617,0,1,WEB
M0001197,1,57,42,2023-04-11,,PLATINUM,969773,1,1,APP
M0001198,2,44,14,2025-10-03,,SILVER,437607,1,1,WEB
M0001199,1,64,40,2018-01-01,,BRONZE,119883,1,1,WEB
M0001200,2,43,45,2017-12-30,2021-09-08,GOLD,385436,1,1,APP
M0001201,2,36,13,2023-07-29,,SILVER,180200,0,1,STORE
M0001202,2,10,21,2015-06-24,2024-08-08,SILVER,59300,0,0,APP
M0001203,2,12,13,2016-07-03,,SILVER,146527,0,1,APP
M0001204,2,9,23,2024-04-19,,BRONZE,36091,0,0,WEB
M0001205,1,46,13,2016-01-26,2018-09-22,BRONZE,40538,1,1,APP
M0001206,1,17,01,2024-11-02,,BRONZE,36303,0,0,WEB
M0001207,2,61,21,2012-08-01,,GOLD,291129,1,1,APP
M0001208,2,41,13,2017-12-13,,SILVER,479236,0,1,WEB
M0001209,1,36,13,2017-11-02,2025-12-31,GOLD,284868,1,1,WEB
M0001210,1,26,14,2014-11-28,,BRONZE,53729,0,0,STORE
M0001211,2,51,27,2025-05-29,,PLATINUM,868219,1,0,PHONE
M0001212,2,26,40,2017-09-21,,BRONZE,29956,0,0,WEB
M0001213,2,23,42,2024-01-25,,BRONZE,91878,0,1,PHONE
M0001214,1,60,13,2013-07-05,,PLATINUM,642902,0,1,STORE
M0001215,1,46,11,2015-08-02,2017-11-26,SILVER,183968,1,0,WEB
M0001216,2,36,11,2017-08-26,,PLATINUM,1653113,1,1,APP
M0001217,1,51,14,2019-01-09,,SILVER,160657,1,1,APP
M0001218,2,40,27,2013-09-02,,BRONZE,78519,0,1,STORE
M0001219,2,47,08,2015-01-04,,BRONZE,86569,0,1,WEB
M0001220,1,26,01,2019-12-16,,GOLD,804710,0,1,APP
M0001221,1,75,24,2014-06-16,2016-01-27,SILVER,145946,1,0,APP
M0001222,1,30,40,2022-02-27,,SILVER,267840,0,0,APP
M0001223,2,66,01,2017-08-20,,BRONZE,26404,0,1,APP
M0001224,2,37,35,2025-07-06,2025-12-31,BRONZE,29909,0,0,WEB
M0001225,1,54,30,2013-10-21,,GOLD,666709,1,0,STORE
M0001226,2,52,38,2023-06-25,,PLATINUM,989830,1,1,APP
M0001227,2,59,27,2017-11-04,,BRONZE,46180,0,0,WEB
M0001228,2,26,46,2011-05-19,,BRONZE,87531,1,0,STORE
M0001229,2,58,24,2021-04-13,,BRONZE,71038,1,0,WEB
M0001230,1,71,21,2013-05-21,,BRONZE,24659,1,1,APP
M0001231,1,36,02,2012-03-20,,GOLD,216440,1,1,WEB
M0001232,2,41,46,2018-07-05,,SILVER,171337,0,1,APP
M0001233,1,31,11,2022-07-29,,BRONZE,79795,0,1,WEB
M0001234,2,34,15,2014-02-14,,GOLD,478536,1,1,PHONE
M0001235,1,69,06,2019-12-21,2023-01-15,GOLD,275843,1,1,APP
M0001236,1,23,10,2010-03-25,,BRONZE,20255,0,1,STORE
M0001237,1,24,16,2012-12-14,,GOLD,416890,0,1,WEB
M0001238,1,67,27,2022-01-28,,SILVER,79678,1,0,STORE
M0001239,1,51,14,2010-03-17,2016-01-03,BRONZE,31465,1,1,WEB
M0001240,1,76,40,2015-09-22,,GOLD,228769,1,1,APP
M0001241,2,32,15,2018-02-15,,BRONZE,55837,0,1,APP
M0001242,1,42,08,2011-01-22,,PLATINUM,1112334,1,0,APP
M0001243,1,29,26,2025-08-28,,SILVER,142941,0,1,WEB
M0001244,1,42,20,2018-02-21,2021-04-17,GOLD,362726,1,1,WEB
M0001245,1,10,01,2015-06-02,,BRONZE,15415,0,1,STORE
M0001246,1,52,13,2025-08-20,,BRONZE,25471,0,1,STORE
M0001247,2,45,12,2018-12-08,,GOLD,661469,1,0,APP
M0001248,1,39,34,2020-11-09,,GOLD,624520,1,1,STORE
M0001249,2,33,12,2011-06-12,,GOLD,823069,1,1,STORE
M0001250,2,25,35,2012-07-16,,BRONZE,148192,0,1,STORE
M0001251,1,52,47,2010-09-22,,SILVER,193634,1,0,STORE
M0001252,1,20,14,2018-03-25,,BRONZE,104091,0,1,APP
M0001253,1,49,09,2023-05-20,2025-12-31,BRONZE,248346,1,1,WEB
M0001254,2,75,23,2024-06-05,,SILVER,222207,1,1,WEB
M0001255,1,65,11,2019-03-11,,SILVER,127034,1,1,WEB
M0001256,2,14,27,2010-11-13,,SILVER,120727,0,1,WEB
M0001257,2,31,27,2020-01-08,,BRONZE,68540,1,1,STORE
M0001258,2,47,27,2020-03-16,,GOLD,412579,1,0,APP
M0001259,2,39,12,2019-07-22,,PLATINUM,1125984,1,1,APP
M0001260,9,16,13,2021-07-17,,BRONZE,54964,0,1,PHONE
M0001261,1,47,11,2018-12-01,,GOLD,251384,1,1,WEB
M0001262,1,40,23,2021-04-07,,GOLD,650515,1,0,WEB
M0001263,1,73,11,2017-10-13,,BRONZE,38131,1,1,WEB
M0001264,2,36,30,2012-05-27,,SILVER,204543,1,1,APP
M0001265,2,60,11,2011-04-13,,PLATINUM,690622,1,0,STORE
M0001266,2,18,13,2024-07-08,,SILVER,108469,0,1,WEB
M0001267,1,23,47,2017-01-21,,BRONZE,31298,0,0,WEB
M0001268,9,52,29,2015-02-27,,SILVER,191033,0,1,APP
M0001269,2,58,02,2014-09-10,,GOLD,652025,1,0,WEB
M0001270,2,24,16,2010-10-30,,SILVER,202103,0,1,WEB
M0001271,9,40,13,2025-02-14,,BRONZE,92053,1,1,STORE
M0001272,1,17,17,2011-05-02,,BRONZE,90807,0,0,STORE
M0001273,1,37,27,2013-07-03,,GOLD,578568,1,1,APP
M0001274,2,54,23,2017-04-28,,SILVER,110506,1,1,STORE
M0001275,1,33,13,2015-09-24,,PLATINUM,998542,0,1,APP
M0001276,1,36,16,2010-08-22,,BRONZE,86720,1,1,APP
M0001277,1,21,27,2015-04-08,,GOLD,267362,0,1,WEB
M0001278,1,29,27,2022-06-22,,BRONZE,27775,0,1,APP
M0001279,2,70,13,2014-01-04,,GOLD,249238,0,1,STORE
M0001280,2,41,08,2023-11-08,,GOLD,557595,1,0,APP
M0001281,1,23,14,2015-10-06,,BRONZE,52616,0,1,STORE
M0001282,1,35,23,2010-03-20,,BRONZE,29163,1,1,WEB
M0001283,1,13,14,2011-09-29,,GOLD,220989,0,1,APP
M0001284,2,23,18,2022-12-17,,GOLD,318275,1,0,PHONE
M0001285,2,63,27,2016-06-28,,SILVER,198150,1,0,PHONE
M0001286,2,38,41,2025-09-13,,BRONZE,39840,1,1,WEB
M0001287,1,72,14,2022-08-16,,GOLD,1223331,1,0,STORE
M0001288,1,38,13,2010-06-27,,SILVER,115951,0,1,APP
M0001289,2,39,27,2015-01-01,,BRONZE,157178,1,1,STORE
M0001290,2,51,13,2021-08-07,,SILVER,117117,1,1,STORE
M0001291,2,41,11,2011-01-04,2018-04-22,BRONZE,21592,1,0,PHONE
M0001292,2,43,27,2025-12-26,,GOLD,1054505,0,0,STORE
M0001293,2,39,34,2012-08-29,,GOLD,617898,0,1,WEB
M0001294,1,65,23,2022-10-03,,BRONZE,193948,1,1,WEB
M0001295,1,56,27,2023-06-13,,BRONZE,73457,1,1,STORE
M0001296,1,21,11,2018-02-01,,BRONZE,28864,0,1,STORE
M0001297,1,61,27,2022-11-10,,BRONZE,44579,0,1,PHONE
M0001298,1,36,13,2024-02-27,,PLATINUM,893567,0,0,APP
M0001299,2,25,14,2021-10-01,,GOLD,345275,0,1,WEB
M0001300,1,43,13,2021-04-30,,BRONZE,30955,1,1,APP
M0001301,1,37,27,2016-03-21,,BRONZE,34096,0,0,WEB
M0001302,2,66,41,2014-09-06,,BRONZE,44737,1,1,WEB
M0001303,2,46,02,2023-11-19,,SILVER,143584,1,1,STORE
M0001304,1,43,38,2013-08-03,,BRONZE,39717,0,1,STORE
M0001305,2,55,27,2016-08-19,2022-09-12,BRONZE,26022,1,0,WEB
M0001306,2,59,31,2018-03-15,,PLATINUM,658295,1,1,STORE
M0001307,2,53,40,2016-04-02,,SILVER,395847,0,1,PHONE
M0001308,2,64,13,2015-12-20,,GOLD,286517,1,1,APP
M0001309,1,50,22,2019-08-03,2025-12-31,BRONZE,42821,1,0,WEB
M0001310,2,43,13,2015-04-10,,BRONZE,19921,1,1,PHONE
M0001311,1,61,40,2025-10-27,2025-12-31,GOLD,509304,1,1,WEB
M0001312,2,38,24,2012-11-05,,GOLD,818967,0,0,WEB
M0001313,2,41,01,2016-03-23,2025-07-08,SILVER,84837,1,1,WEB
M0001314,1,69,23,2023-07-11,,SILVER,134804,1,1,WEB
M0001315,1,68,14,2017-08-10,,BRONZE,17448,1,1,WEB
M0001316,2,40,13,2021-04-13,2025-12-31,SILVER,197372,1,1,WEB
M0001317,2,32,46,2020-05-08,,BRONZE,20381,0,0,STORE
M0001318,1,65,13,2015-04-21,,BRONZE,136925,1,0,WEB
M0001319,2,54,27,2021-11-27,,SILVER,358492,0,1,WEB
M0001320,2,45,27,2013-10-20,2015-09-16,BRONZE,66417,1,1,APP
M0001321,2,35,36,2021-12-30,,BRONZE,75878,1,1,STORE
M0001322,2,46,17,2012-01-19,,BRONZE,50396,1,1,APP
M0001323,1,40,11,2021-02-08,,BRONZE,71266,0,1,WEB
M0001324,2,29,43,2011-10-20,,GOLD,366718,1,0,APP
M0001325,1,42,13,2023-11-26,,PLATINUM,521682,1,1,PHONE
M0001326,2,45,35,2020-01-04,,BRONZE,113877,1,1,WEB
M0001327,1,34,13,2010-08-25,,BRONZE,66520,0,1,STORE
M0001328,2,55,40,2011-09-28,,GOLD,374850,1,0,APP
M0001329,1,62,13,2012-12-31,2022-09-14,BRONZE,133986,1,1,STORE
M0001330,1,56,47,2025-05-13,,SILVER,529688,1,0,WEB
M0001331,2,35,37,2019-06-07,,BRONZE,48715,0,1,WEB
M0001332,2,53,28,2014-06-20,,SILVER,161953,0,1,STORE
M0001333,2,41,27,2014-06-06,,BRONZE,76040,0,1,STORE
M0001334,9,19,27,2010-05-31,,SILVER,209527,0,0,APP
M0001335,9,51,11,2013-04-02,,SILVER,190765,1,1,WEB
M0001336,2,42,14,2023-09-08,,BRONZE,81845,1,1,WEB
M0001337,1,84,13,2019-08-01,,BRONZE,18227,0,0,WEB
M0001338,2,65,12,2015-11-19,,SILVER,161630,1,1,STORE
M0001339,2,52,01,2010-05-04,,PLATINUM,806814,1,1,STORE
M0001340,1,44,36,2015-06-28,,SILVER,229282,1,1,WEB
M0001341,1,43,11,2016-02-16,2023-04-02,BRONZE,51519,1,1,STORE
M0001342,2,23,14,2011-11-25,,SILVER,72417,0,0,APP
M0001343,2,10,23,2019-09-19,,BRONZE,9644,0,1,PHONE
M0001344,2,25,27,2020-07-26,,GOLD,466068,0,1,APP
M0001345,9,39,01,2025-12-21,,GOLD,258181,1,1,STORE
M0001346,2,4,18,2015-09-28,,BRONZE,31958,0,0,APP
M0001347,1,31,13,2014-06-01,2017-02-26,SILVER,195268,1,1,STORE
M0001348,1,36,14,2023-03-03,,SILVER,250560,0,1,WEB
M0001349,1,36,32,2015-08-10,2020-05-18,BRONZE,41126,0,0,PHONE
M0001350,1,29,23,2020-02-03,,SILVER,130117,0,0,WEB
M0001351,2,34,23,2021-10-19,2024-12-22,SILVER,251394,0,1,WEB
M0001352,2,69,08,2024-01-30,,SILVER,71634,1,1,WEB
M0001353,1,51,28,2015-02-06,,SILVER,209579,1,0,STORE
M0001354,1,30,13,2019-12-18,,SILVER,391274,1,1,STORE
M0001355,2,39,22,2012-02-06,2017-10-03,SILVER,179293,1,0,STORE
M0001356,1,40,38,2022-06-21,,SILVER,122637,0,1,WEB
M0001357,2,27,13,2010-09-21,,SILVER,98077,1,1,WEB
M0001358,2,27,13,2021-02-22,,SILVER,243126,0,1,WEB
M0001359,2,57,06,2013-05-06,,SILVER,318087,1,1,WEB
M0001360,1,33,01,2017-05-27,,BRONZE,39439,1,1,WEB
M0001361,2,21,40,2011-03-23,,SILVER,155575,0,1,WEB
M0001362,1,39,23,2021-01-07,,SILVER,158614,0,0,PHONE
M0001363,2,42,06,2017-09-18,2025-12-31,BRONZE,37591,1,1,APP
M0001364,1,6,23,2020-08-14,2025-12-31,BRONZE,50085,0,1,WEB
M0001365,2,39,13,2015-07-24,,SILVER,76162,1,1,WEB
M0001366,2,55,13,2010-02-09,,BRONZE,26895,1,1,PHONE
M0001367,1,48,11,2019-04-19,,BRONZE,183831,0,1,APP
M0001368,1,78,38,2021-03-06,2023-11-21,BRONZE,52070,1,1,APP
M0001369,1,61,28,2020-08-20,,SILVER,180876,0,1,APP
M0001370,1,65,14,2014-03-13,,PLATINUM,835072,1,1,WEB
M0001371,1,88,36,2021-06-19,,GOLD,182951,0,1,WEB
M0001372,2,53,40,2018-09-02,,PLATINUM,804561,1,0,WEB
M0001373,1,43,23,2013-05-13,2020-09-28,PLATINUM,750547,0,1,STORE
M0001374,2,57,13,2011-10-13,,BRONZE,28501,1,1,PHONE
M0001375,9,30,10,2015-03-17,2022-07-11,BRONZE,78655,0,1,WEB
M0001376,1,42,06,2010-05-15,,BRONZE,100326,0,1,APP
M0001377,2,29,21,2021-06-16,,BRONZE,64742,0,0,APP
M0001378,2,47,14,2010-03-30,2012-12-02,GOLD,281138,1,0,APP
M0001379,2,29,11,2010-10-11,,GOLD,559851,0,0,APP
M0001380,1,28,13,2012-07-13,,SILVER,141696,0,0,STORE
M0001381,1,47,44,2015-03-21,,GOLD,501722,0,0,APP
M0001382,1,38,13,2010-04-27,,SILVER,145829,1,1,APP
M0001383,2,7,12,2020-01-29,,BRONZE,17310,0,1,STORE
M0001384,9,15,07,2012-02-13,,BRONZE,167578,0,1,WEB
M0001385,9,20,13,2022-11-07,,PLATINUM,646158,0,0,STORE
M0001386,1,25,40,2018-12-12,,SILVER,448777,1,0,STORE
M0001387,2,47,13,2011-05-03,2018-04-14,BRONZE,78230,1,0,APP
M0001388,1,44,28,2016-05-28,,BRONZE,20878,0,0,WEB
M0001389,2,58,47,2012-03-30,2020-03-15,GOLD,709122,1,0,WEB
M0001390,1,53,11,2025-09-10,,GOLD,224611,1,1,WEB
M0001391,2,58,46,2019-06-25,,SILVER,81249,0,1,APP
M0001392,2,50,13,2022-12-10,,PLATINUM,723550,1,0,STORE
M0001393,1,44,40,2015-12-28,,BRONZE,57882,1,1,WEB
M0001394,1,59,36,2012-05-07,,PLATINUM,1375914,0,1,APP
M0001395,2,56,33,2013-10-04,,SILVER,86872,0,1,STORE
M0001396,1,46,14,2016-09-01,,SILVER,224523,1,1,STORE
M0001397,2,62,04,2022-04-30,,GOLD,208505,1,0,STORE
M0001398,2,0,34,2016-11-23,2021-08-14,GOLD,377988,0,0,APP
M0001399,2,35,17,2024-11-09,,BRONZE,42854,1,1,WEB
M0001400,1,35,01,2015-10-18,,GOLD,317487,1,1,WEB
M0001401,1,60,13,2013-09-25,,SILVER,164953,1,1,APP
M0001402,1,67,13,2017-12-06,,BRONZE,42692,1,1,WEB
M0001403,9,15,01,2011-10-12,,SILVER,108012,0,1,WEB
M0001404,1,64,23,2020-09-19,,SILVER,194829,0,1,WEB
M0001405,1,20,27,2011-08-13,,SILVER,181840,0,1,STORE
M0001406,1,21,14,2020-04-03,,BRONZE,17345,0,1,APP
M0001407,9,36,40,2016-02-14,,BRONZE,51938,0,1,APP
M0001408,1,35,23,2015-09-18,,BRONZE,27942,0,0,WEB
M0001409,2,14,40,2019-10-10,,GOLD,228789,0,1,WEB
M0001410,2,51,40,2021-04-13,,BRONZE,39148,0,1,PHONE
M0001411,2,52,13,2024-11-11,,SILVER,122916,0,0,WEB
M0001412,9,58,31,2014-08-19,,SILVER,148780,0,1,APP
M0001413,2,33,01,2022-12-28,,BRONZE,65578,0,0,WEB
M0001414,2,39,13,2023-05-15,,BRONZE,35815,1,1,STORE
M0001415,1,39,11,2025-12-06,,BRONZE,40802,0,1,STORE
M0001416,2,69,40,2025-06-06,,GOLD,573541,1,1,STORE
M0001417,2,54,01,2022-08-25,,PLATINUM,879361,0,0,STORE
M0001418,2,24,01,2014-09-19,,BRONZE,71026,0,0,WEB
M0001419,2,40,12,2021-02-11,,BRONZE,26843,1,1,WEB
M0001420,9,22,06,2022-07-22,,SILVER,164014,0,0,STORE
M0001421,2,36,13,2014-08-31,,BRONZE,31757,1,1,APP
M0001422,2,38,14,2023-01-06,2025-12-31,SILVER,217425,1,1,STORE
M0001423,2,29,13,2021-03-25,,BRONZE,20776,0,1,STORE
M0001424,1,41,11,2017-11-08,,SILVER,254664,0,1,PHONE
M0001425,1,51,11,2023-10-16,,BRONZE,28107,1,1,WEB
M0001426,1,36,10,2011-05-28,,GOLD,360708,0,1,WEB
M0001427,1,32,13,2020-12-10,,BRONZE,54730,0,1,WEB
M0001428,1,37,12,2022-07-31,,BRONZE,78230,1,1,APP
M0001429,2,40,14,2010-08-24,,GOLD,377995,1,1,WEB
M0001430,1,10,40,2016-07-09,2018-07-23,BRONZE,19906,0,1,WEB
M0001431,2,48,08,2018-04-10,,BRONZE,76623,0,1,WEB
M0001432,2,32,13,2013-04-30,,BRONZE,53822,1,1,WEB
M0001433,1,61,14,2024-01-26,2025-12-31,SILVER,127004,1,1,STORE
M0001434,1,50,40,2020-01-11,,SILVER,237898,1,1,WEB
M0001435,1,60,08,2014-05-27,,SILVER,321659,1,1,STORE
M0001436,9,23,27,2016-12-28,,BRONZE,15196,1,1,STORE
M0001437,1,34,42,2011-10-17,,BRONZE,56499,1,1,WEB
M0001438,2,19,47,2011-05-27,,BRONZE,92289,0,1,WEB
M0001439,2,28,24,2021-12-11,,BRONZE,13297,0,1,WEB
M0001440,9,61,14,2025-09-27,2025-12-31,BRONZE,172975,1,1,APP
M0001441,1,65,02,2014-06-06,,SILVER,174030,1,1,STORE
M0001442,1,20,13,2013-11-30,,SILVER,151982,0,0,WEB
M0001443,1,32,32,2020-12-10,,SILVER,177780,0,1,WEB
M0001444,1,39,23,2018-03-06,,SILVER,146881,0,1,WEB
M0001445,1,50,13,2012-03-25,2014-07-07,SILVER,125127,0,0,APP
M0001446,2,10,14,2020-09-04,,BRONZE,22828,0,1,PHONE
M0001447,2,13,21,2013-05-11,,SILVER,120611,0,1,STORE
M0001448,2,48,32,2011-11-04,,BRONZE,15763,1,1,PHONE
