member_id,gender,age,prefecture_code,join_date,leave_date,member_rank,annual_spend,has_spouse,email_optin,registration_channel
M0000384,2,32,40,2014-08-12,,BRONZE,54727,1,1,WEB
M0000385,1,30,02,2021-09-11,,BRONZE,60209,1,1,WEB
M0000386,9,52,11,2022-01-08,,SILVER,356994,0,0,PHONE
M0000387,2,44,16,2011-06-22,2019-12-11,BRONZE,38446,0,1,WEB
M0000388,9,51,13,2022-09-09,2025-12-31,SILVER,180865,0,0,WEB
M0000389,1,40,13,2011-02-16,2013-07-22,GOLD,376708,0,1,PHONE
M0000390,2,49,01,2019-12-01,,GOLD,574666,1,0,WEB
M0000391,2,33,27,2016-03-24,2025-12-31,BRONZE,94132,0,1,APP
M0000392,1,78,02,2014-10-27,,SILVER,130783,1,1,APP
M0000393,2,22,14,2017-09-24,,BRONZE,98599,0,1,STORE
M0000394,2,61,34,2014-12-19,,BRONZE,83800,1,1,APP
M0000395,1,63,24,2022-09-14,,SILVER,92725,0,0,APP
M0000396,2,26,23,2025-06-20,,SILVER,292421,0,0,WEB
M0000397,2,78,18,2023-01-20,2025-12-31,SILVER,90353,0,1,PHONE
M0000398,1,57,27,2017-01-10,,BRONZE,41209,1,1,PHONE
M0000399,2,57,23,2018-01-20,,PLATINUM,916563,1,1,APP
M0000400,1,40,27,2017-02-26,2023-01-02,PLATINUM,592612,1,1,STORE
M0000401,1,36,31,2022-09-12,,SILVER,156821,1,0,STORE
M0000402,2,36,25,2018-11-02,,GOLD,729919,0,1,STORE
M0000403,2,47,36,2017-06-28,2020-12-16,BRONZE,84868,1,0,WEB
M0000404,1,64,33,2016-07-21,,SILVER,170089,1,1,STORE
M0000405,9,43,43,2016-01-01,,GOLD,474918,1,0,STORE
M0000406,2,25,27,2018-11-04,,GOLD,925103,1,1,APP
M0000407,1,54,39,2021-01-09,,GOLD,632350,1,1,WEB
M0000408,2,56,28,2016-12-01,2025-12-31,SILVER,212497,1,0,STORE
M0000409,1,51,11,2022-11-28,,GOLD,489821,1,1,STORE
M0000410,9,53,28,2023-03-25,,SILVER,85223,1,1,STORE
M0000411,2,35,14,2016-11-12,,BRONZE,52804,1,1,PHONE
M0000412,2,24,14,2024-07-18,,BRONZE,16842,0,1,APP
M0000413,1,25,27,2012-10-08,,GOLD,497623,1,0,WEB
M0000414,2,26,13,2024-11-30,2025-12-31,SILVER,178201,0,0,WEB
M0000415,1,44,23,2014-09-15,,SILVER,297654,1,1,APP
M0000416,1,39,34,2019-01-11,,GOLD,475393,1,0,STORE
M0000417,1,33,12,2014-07-16,,SILVER,165529,0,1,APP
M0000418,2,44,23,2017-01-27,2021-12-23,BRONZE,80073,1,0,WEB
M0000419,1,19,11,2015-06-11,,BRONZE,44308,0,1,WEB
M0000420,2,59,11,2021-04-14,,SILVER,178743,1,1,WEB
M0000421,2,29,27,2011-04-20,,GOLD,272804,0,1,APP
M0000422,1,46,25,2023-06-01,2025-12-31,SILVER,216918,0,1,PHONE
M0000423,1,16,27,2024-06-18,,SILVER,131455,0,0,APP
M0000424,1,64,08,2019-01-04,,SILVER,101549,1,1,STORE
M0000425,2,38,17,2018-10-04,,SILVER,196398,0,1,APP
M0000426,2,45,28,2021-03-14,,GOLD,434076,1,1,WEB
M0000427,1,80,31,2013-03-09,,BRONZE,215042,0,1,STORE
M0000428,2,66,14,2021-12-30,,GOLD,417884,1,1,PHONE
M0000429,1,35,33,2013-07-01,,SILVER,328769,1,1,WEB
M0000430,2,30,09,2020-10-27,,BRONZE,138672,1,0,PHONE
M0000431,2,34,21,2014-11-21,,SILVER,118242,1,1,WEB
M0000432,2,49,02,2021-12-09,2025-12-31,SILVER,165849,0,0,WEB
M0000433,2,38,29,2022-08-28,,SILVER,100233,1,0,STORE
M0000434,2,33,47,2013-05-04,,GOLD,381005,1,1,PHONE
M0000435,1,65,11,2019-11-18,2023-12-21,BRONZE,69917,1,1,WEB
M0000436,1,38,24,2017-12-22,,BRONZE,59528,0,0,APP
M0000437,1,79,15,2014-09-15,,BRONZE,39250,1,0,WEB
M0000438,2,42,11,2019-05-31,,BRONZE,24765,0,1,APP
M0000439,2,70,38,2025-11-19,,SILVER,272187,1,0,STORE
M0000440,2,46,40,2010-01-15,,GOLD,515078,0,0,WEB
M0000441,2,56,28,2025-04-23,,SILVER,190974,1,1,APP
M0000442,1,28,13,2023-09-12,,BRONZE,14802,1,0,APP
M0000443,2,25,27,2018-06-21,,BRONZE,27146,0,1,STORE
M0000444,1,48,29,2019-10-05,,BRONZE,48357,1,0,WEB
M0000445,1,57,40,2015-11-28,,SILVER,130741,1,0,WEB
M0000446,2,41,40,2012-01-25,,BRONZE,11452,1,1,PHONE
M0000447,9,18,27,2019-02-22,,SILVER,167554,0,1,APP
M0000448,2,17,23,2023-01-23,2025-01-04,GOLD,317696,0,1,APP
M0000449,1,16,22,2013-09-12,,SILVER,76695,0,0,APP
M0000450,2,47,35,2021-06-22,,BRONZE,34158,0,1,APP
M0000451,1,42,13,2021-12-20,,BRONZE,42043,0,0,WEB
M0000452,2,59,28,2022-02-18,2025-12-31,SILVER,119291,1,1,STORE
M0000453,2,40,11,2015-06-10,,SILVER,96375,1,1,APP
M0000454,1,48,01,2016-04-10,,BRONZE,43001,0,0,WEB
M0000455,1,37,11,2016-08-29,,GOLD,613220,0,1,WEB
M0000456,1,37,40,2023-09-01,2025-12-31,SILVER,117323,0,1,STORE
M0000457,9,76,11,2024-05-29,2025-12-31,SILVER,275975,1,1,APP
M0000458,2,15,28,2016-08-16,,BRONZE,22024,0,1,APP
M0000459,2,33,23,2025-07-09,,BRONZE,39368,0,1,WEB
M0000460,2,69,11,2019-02-17,,BRONZE,142057,0,1,PHONE
M0000461,2,48,24,2016-02-29,,BRONZE,79482,1,1,WEB
M0000462,1,50,15,2010-01-04,,SILVER,138623,0,1,WEB
M0000463,2,42,14,2019-10-12,,SILVER,252505,1,1,PHONE
M0000464,1,46,21,2020-04-26,,GOLD,586688,0,1,APP
M0000465,2,53,30,2025-06-30,,PLATINUM,879378,1,1,PHONE
M0000466,2,26,13,2021-06-29,,BRONZE,33778,0,0,APP
M0000467,2,55,28,2010-06-23,,BRONZE,47664,1,1,APP
M0000468,2,17,14,2019-01-28,,GOLD,336781,0,1,WEB
M0000469,1,46,10,2021-11-19,,PLATINUM,739437,1,1,WEB
M0000470,2,43,27,2017-12-11,,GOLD,260437,1,0,PHONE
M0000471,1,30,03,2016-11-14,,BRONZE,49019,1,0,APP
M0000472,2,40,27,2022-12-17,,BRONZE,29208,0,0,WEB
M0000473,1,29,23,2019-10-13,,BRONZE,29184,0,0,WEB
M0000474,1,22,42,2020-11-25,,GOLD,736856,0,1,WEB
M0000475,1,34,40,2017-06-05,,SILVER,131653,1,0,WEB
M0000476,1,21,33,2014-06-14,2022-12-19,SILVER,233911,1,1,APP
M0000477,1,45,46,2018-04-22,,SILVER,119734,0,0,WEB
M0000478,2,20,33,2025-05-06,,BRONZE,81146,0,0,STORE
M0000479,2,52,13,2019-08-24,,SILVER,203962,1,0,PHONE
M0000480,1,20,24,2021-04-26,,BRONZE,29816,0,1,STORE
M0000481,1,30,13,2011-12-27,2021-12-07,SILVER,205356,0,0,STORE
M0000482,1,29,40,2025-10-22,,SILVER,640481,0,1,WEB
M0000483,2,63,32,2013-12-01,,SILVER,232994,0,1,WEB
M0000484,1,46,05,2025-07-17,2025-12-31,BRONZE,23237,1,1,WEB
M0000485,1,36,23,2017-02-18,,GOLD,425171,0,1,WEB
M0000486,1,48,40,2024-09-14,,SILVER,148690,1,1,WEB
M0000487,2,55,24,2024-04-08,,BRONZE,48513,1,1,WEB
M0000488,1,39,07,2022-02-01,,BRONZE,54306,1,1,WEB
M0000489,2,74,11,2024-08-30,,SILVER,239445,1,1,WEB
M0000490,2,42,34,2019-10-02,,BRONZE,12568,1,1,PHONE
M0000491,2,41,27,2023-08-01,2025-12-31,BRONZE,48594,1,1,WEB
M0000492,2,49,13,2012-10-03,2015-11-02,BRONZE,91800,1,0,WEB
M0000493,2,55,12,2011-02-15,2017-03-10,BRONZE,68572,1,1,APP
M0000494,1,43,44,2018-09-11,,SILVER,582544,1,0,WEB
M0000495,2,48,27,2022-12-16,,SILVER,88544,0,1,STORE
M0000496,2,44,27,2022-03-31,,BRONZE,238145,1,1,APP
M0000497,1,28,13,2018-06-13,,SILVER,131246,1,1,STORE
M0000498,2,62,31,2018-05-02,,BRONZE,102031,1,1,WEB
M0000499,1,35,27,2019-10-04,,BRONZE,137865,1,1,APP
M0000500,2,36,23,2023-11-22,,BRONZE,354988,0,1,APP
M0000501,2,18,46,2023-06-21,,GOLD,348539,0,1,WEB
M0000502,2,41,13,2011-10-03,,PLATINUM,734242,1,1,WEB
M0000503,2,36,28,2019-07-14,,SILVER,177659,0,1,WEB
M0000504,2,37,23,2016-02-05,,BRONZE,85007,1,1,APP
M0000505,2,33,22,2022-10-16,2025-04-09,BRONZE,56046,0,0,WEB
M0000506,2,58,14,2018-02-04,2025-12-31,BRONZE,98854,1,1,WEB
M0000507,1,60,40,2025-11-11,,GOLD,392383,1,1,STORE
M0000508,2,37,13,2016-12-01,,BRONZE,33803,0,1,PHONE
M0000509,2,42,15,2020-11-12,,PLATINUM,813821,1,1,WEB
M0000510,1,50,19,2011-09-27,,SILVER,162353,1,1,WEB
M0000511,1,49,13,2024-12-01,,SILVER,169345,1,1,STORE
M0000512,2,45,40,2012-06-16,,GOLD,370141,0,1,APP
M0000513,1,57,35,2016-01-21,,BRONZE,53915,1,1,STORE
M0000514,1,20,13,2023-05-28,,GOLD,667625,0,1,APP
M0000515,1,74,14,2025-06-24,2025-12-31,BRONZE,27007,0,1,WEB
M0000516,1,24,28,2017-10-01,,GOLD,626734,0,1,WEB
M0000517,1,53,14,2017-10-03,,SILVER,104188,0,0,WEB
M0000518,2,44,27,2010-10-12,,BRONZE,66063,1,1,WEB
M0000519,1,24,11,2025-08-30,,GOLD,430033,0,1,STORE
M0000520,2,66,27,2010-04-07,,BRONZE,26928,0,1,APP
M0000521,2,36,23,2010-06-02,,BRONZE,30913,1,0,WEB
M0000522,1,54,07,2017-07-29,,GOLD,431060,1,0,APP
M0000523,1,44,28,2010-01-22,,SILVER,403548,1,0,WEB
M0000524,2,38,13,2012-08-18,2015-04-01,GOLD,576454,0,1,STORE
M0000525,1,63,29,2020-01-17,,SILVER,83471,0,1,WEB
M0000526,1,36,13,2021-04-13,,SILVER,180948,0,0,STORE
M0000527,9,53,17,2014-10-09,2022-09-01,BRONZE,66783,0,1,WEB
M0000528,9,26,40,2022-09-22,,BRONZE,45405,0,0,PHONE
M0000529,2,49,19,2019-09-22,,PLATINUM,820205,1,1,PHONE
M0000530,1,47,27,2013-08-27,,BRONZE,12972,1,1,APP
M0000531,2,49,27,2021-05-26,2025-12-31,SILVER,337388,1,1,APP
M0000532,2,28,23,2019-06-23,,BRONZE,18050,0,1,WEB
M0000533,1,30,13,2022-12-29,2025-12-31,BRONZE,22397,0,0,STORE
M0000534,2,34,27,2012-06-21,,SILVER,197004,1,1,WEB
M0000535,1,17,09,2013-09-11,,GOLD,324437,0,1,APP
M0000536,1,29,26,2014-11-10,2016-10-24,GOLD,417030,0,1,WEB
M0000537,2,28,13,2015-06-19,2020-05-06,GOLD,515166,0,0,WEB
M0000538,1,53,33,2024-03-22,2025-12-31,BRONZE,26949,1,1,APP
M0000539,1,54,21,2021-09-20,,SILVER,122562,1,0,WEB
M0000540,2,38,32,2018-09-15,,BRONZE,66828,1,0,APP
M0000541,9,33,06,2018-08-25,2024-08-13,SILVER,101899,1,1,WEB
M0000542,2,42,03,2024-03-05,2025-12-31,BRONZE,58281,0,0,APP
M0000543,2,26,23,2017-02-24,,SILVER,178273,0,0,APP
M0000544,9,21,12,2013-08-09,,BRONZE,84316,0,1,STORE
M0000545,1,24,37,2012-03-11,,GOLD,301763,1,1,WEB
M0000546,1,29,13,2015-04-13,,GOLD,497778,0,1,WEB
M0000547,1,20,14,2020-06-14,,GOLD,390642,0,1,WEB
M0000548,1,43,13,2017-07-15,,BRONZE,84689,1,1,WEB
M0000549,2,52,41,2016-09-30,,PLATINUM,847228,1,0,STORE
M0000550,1,41,11,2017-09-06,,BRONZE,105885,1,1,WEB
M0000551,2,40,03,2025-08-07,,BRONZE,76547,0,1,WEB
M0000552,1,36,29,2025-12-18,2025-12-31,BRONZE,57905,0,1,WEB
M0000553,1,46,46,2012-07-31,,BRONZE,107939,1,1,PHONE
M0000554,2,40,13,2011-10-31,2021-03-13,SILVER,136976,1,1,WEB
M0000555,1,15,21,2013-11-28,,BRONZE,66615,0,1,WEB
M0000556,1,19,34,2023-08-19,,BRONZE,52047,0,1,STORE
M0000557,1,41,13,2017-05-09,,SILVER,221613,1,1,WEB
M0000558,2,57,16,2023-10-27,,GOLD,572734,0,1,PHONE
M0000559,2,26,14,2020-05-07,,SILVER,99245,0,0,WEB
M0000560,2,46,12,2018-11-07,,SILVER,300316,1,1,APP
M0000561,1,60,23,2014-07-04,,BRONZE,121726,1,1,STORE
M0000562,1,37,27,2015-07-04,,GOLD,351283,1,1,APP
M0000563,2,49,13,2012-05-13,,BRONZE,9679,1,0,APP
M0000564,2,28,13,2018-04-23,,BRONZE,40801,1,1,APP
M0000565,2,38,13,2014-06-27,,BRONZE,40365,1,1,STORE
M0000566,2,41,12,2014-09-06,2017-10-14,SILVER,211895,0,1,STORE
M0000567,2,40,14,2010-08-20,,BRONZE,112045,1,1,APP
M0000568,1,56,27,2022-10-14,,SILVER,219914,0,1,STORE
M0000569,1,23,05,2025-01-11,2025-12-31,BRONZE,120164,1,1,STORE
M0000570,2,32,05,2017-12-21,,SILVER,411108,1,1,WEB
M0000571,1,16,23,2018-07-30,,SILVER,112477,0,0,WEB
M0000572,2,16,39,2024-10-24,2025-12-31,BRONZE,12682,0,1,WEB
M0000573,2,37,40,2018-03-09,,BRONZE,134268,1,0,WEB
M0000574,2,28,26,2019-12-19,,SILVER,139130,1,1,STORE
M0000575,2,46,13,2016-11-06,,SILVER,152084,0,1,WEB
M0000576,2,48,10,2018-03-25,,BRONZE,22021,0,1,STORE
M0000577,2,45,46,2018-05-08,,SILVER,181645,1,1,APP
M0000578,2,44,29,2021-05-18,,BRONZE,22492,1,1,STORE
M0000579,2,67,28,2019-09-01,,BRONZE,36072,1,0,APP
M0000580,1,22,01,2018-01-23,2021-05-23,BRONZE,32013,0,1,WEB
M0000581,2,39,14,2011-03-20,,SILVER,191107,0,1,WEB
M0000582,2,59,04,2024-06-21,,BRONZE,16796,1,1,APP
M0000583,1,61,18,2024-03-19,,SILVER,112219,1,1,APP
M0000584,1,16,47,2012-12-13,,BRONZE,55161,0,1,APP
M0000585,2,35,23,2014-09-11,,GOLD,597827,0,1,APP
M0000586,2,63,13,2025-07-29,,BRONZE,68380,1,1,APP
M0000587,1,49,01,2015-02-20,,SILVER,72732,1,1,APP
M0000588,1,43,13,2022-12-30,,GOLD,313163,0,1,APP
M0000589,1,36,27,2022-07-28,,BRONZE,104570,0,1,APP
M0000590,1,33,14,2023-10-10,,BRONZE,36914,1,1,WEB
M0000591,2,45,09,2010-04-04,,SILVER,151087,1,1,WEB
M0000592,1,36,27,2017-09-23,,PLATINUM,648734,0,0,WEB
M0000593,1,39,13,2019-01-18,,PLATINUM,658722,1,0,STORE
M0000594,2,41,13,2023-05-25,,BRONZE,48634,1,1,APP
M0000595,1,28,32,2013-08-04,,GOLD,357888,0,1,WEB
M0000596,1,49,05,2014-11-28,,BRONZE,48946,1,0,WEB
M0000597,2,90,13,2012-11-17,,BRONZE,114085,0,1,APP
M0000598,2,43,13,2022-03-11,,SILVER,239423,1,1,WEB
M0000599,9,46,28,2025-12-25,,SILVER,214101,1,1,APP
M0000600,2,27,14,2012-03-31,,SILVER,364343,0,1,WEB
M0000601,2,50,01,2013-09-24,,GOLD,364191,1,0,WEB
M0000602,2,41,11,2014-11-30,,BRONZE,6876,1,0,STORE
M0000603,2,53,38,2024-03-23,2025-04-04,SILVER,531690,1,0,WEB
M0000604,2,60,14,2017-02-17,,BRONZE,25589,0,0,WEB
M0000605,9,43,04,2014-07-06,,BRONZE,50194,0,1,WEB
M0000606,2,59,13,2015-02-27,,BRONZE,23386,0,0,WEB
M0000607,2,78,43,2019-07-28,,PLATINUM,537233,1,1,WEB
M0000608,1,67,45,2016-03-11,,SILVER,248506,1,1,APP
M0000609,2,46,10,2012-03-31,,BRONZE,41729,1,1,WEB
M0000610,1,58,11,2023-02-14,,SILVER,399246,1,1,WEB
M0000611,2,19,27,2016-10-03,,PLATINUM,630052,0,1,WEB
M0000612,2,26,24,2014-02-09,2023-11-28,GOLD,293075,0,1,PHONE
M0000613,9,42,10,2021-08-27,,SILVER,293449,1,1,APP
M0000614,9,40,27,2021-12-04,,BRONZE,45776,1,1,PHONE
M0000615,1,45,11,2012-06-25,,SILVER,470251,1,1,PHONE
M0000616,2,58,11,2011-03-07,,GOLD,675540,1,1,WEB
M0000617,2,31,25,2010-09-23,,GOLD,305401,0,1,APP
M0000618,1,57,04,2022-04-02,2025-12-31,GOLD,340250,1,1,WEB
M0000619,1,40,12,2020-01-05,2024-09-29,SILVER,504589,1,0,APP
M0000620,1,37,12,2022-09-03,,BRONZE,31552,1,1,STORE
M0000621,2,15,27,2020-01-09,,SILVER,225253,0,1,WEB
M0000622,2,49,40,2016-06-05,,BRONZE,52308,1,1,PHONE
M0000623,9,47,13,2019-06-08,,BRONZE,77612,1,0,APP
M0000624,2,51,20,2021-07-24,,SILVER,284720,1,1,PHONE
M0000625,9,15,11,2016-05-19,,SILVER,126346,0,1,WEB
M0000626,1,41,11,2024-08-23,,GOLD,743531,0,1,WEB
M0000627,2,38,27,2024-05-24,,GOLD,358172,0,0,WEB
M0000628,1,60,27,2022-10-24,2025-12-31,GOLD,417377,0,0,STORE
M0000629,2,37,28,2025-11-16,,GOLD,300196,0,1,STORE
M0000630,2,28,27,2016-03-31,2025-03-06,SILVER,195909,1,1,WEB
M0000631,2,31,13,2011-10-29,,BRONZE,42378,1,1,APP
M0000632,2,62,18,2017-09-30,,SILVER,143578,1,1,WEB
M0000633,1,49,40,2021-12-07,,BRONZE,36408,1,0,APP
M0000634,1,33,40,2022-06-21,,BRONZE,44522,0,0,APP
M0000635,1,36,11,2016-03-20,,BRONZE,49740,1,0,STORE
M0000636,1,58,24,2014-09-06,,GOLD,627930,1,0,WEB
M0000637,2,47,14,2017-02-16,,SILVER,272856,1,1,WEB
M0000638,2,42,16,2022-11-11,,PLATINUM,686094,1,0,WEB
M0000639,2,53,41,2010-12-21,,PLATINUM,896045,1,1,APP
M0000640,2,42,02,2015-04-02,,GOLD,631402,0,1,STORE
M0000641,2,81,11,2013-09-05,2016-03-31,BRONZE,10351,1,1,WEB
M0000642,2,21,15,2022-11-24,,GOLD,483805,0,1,PHONE
M0000643,1,38,11,2017-07-07,,GOLD,557945,0,0,APP
M0000644,1,71,40,2011-05-23,,GOLD,393926,1,0,APP
M0000645,2,60,23,2014-03-10,2016-11-30,BRONZE,69069,1,0,STORE
M0000646,2,28,14,2010-09-17,,BRONZE,36464,0,0,PHONE
M0000647,1,44,13,2017-08-11,,GOLD,364854,1,1,WEB
M0000648,2,40,40,2025-12-18,,BRONZE,120916,0,1,WEB
M0000649,2,45,13,2019-01-28,,BRONZE,75623,1,0,APP
M0000650,1,28,40,2023-11-30,2025-12-31,SILVER,139511,0,1,APP
M0000651,1,38,28,2021-11-18,,BRONZE,113417,1,0,STORE
M0000652,2,80,39,2024-02-16,,BRONZE,17247,1,1,WEB
M0000653,2,42,13,2014-12-23,,PLATINUM,1276949,1,1,WEB
M0000654,1,48,01,2025-03-22,,GOLD,324816,0,1,APP
M0000655,2,36,11,2013-10-26,,GOLD,753862,1,1,APP
M0000656,1,34,13,2017-01-05,,BRONZE,38554,1,0,WEB
M0000657,2,57,27,2020-11-25,2021-12-05,BRONZE,20953,1,0,WEB
M0000658,1,46,13,2014-08-04,,BRONZE,30520,0,1,APP
M0000659,2,28,27,2014-03-26,2021-04-17,SILVER,181774,0,1,APP
M0000660,1,35,27,2012-01-30,,BRONZE,120121,1,1,STORE
M0000661,1,46,40,2010-01-25,,GOLD,611044,1,1,STORE
M0000662,2,23,23,2018-01-08,,PLATINUM,1158997,0,1,PHONE
M0000663,1,31,13,2025-10-15,,SILVER,61604,0,1,WEB
M0000664,1,61,13,2013-07-09,,BRONZE,120391,0,1,STORE
M0000665,1,29,13,2017-01-16,,BRONZE,22384,1,1,STORE
M0000666,2,51,28,2024-12-20,,BRONZE,36279,0,1,STORE
M0000667,2,31,14,2022-05-11,,BRONZE,47403,0,0,APP
M0000668,9,44,28,2010-01-24,,SILVER,473363,1,1,STORE
M0000669,1,38,27,2018-01-04,,BRONZE,75335,0,1,STORE
M0000670,1,55,13,2012-04-16,,SILVER,179124,1,0,WEB
M0000671,1,31,41,2013-12-14,,GOLD,341015,1,0,APP
M0000672,2,26,13,2013-12-11,,BRONZE,14587,1,0,WEB
M0000673,9,17,13,2019-10-20,,BRONZE,11396,0,1,WEB
M0000674,2,31,13,2013-03-08,2016-01-20,BRONZE,70440,0,1,STORE
M0000675,2,19,45,2014-01-11,,BRONZE,10222,0,0,STORE
M0000676,1,47,01,2013-08-12,,SILVER,251164,1,1,PHONE
M0000677,2,32,01,2015-09-17,,GOLD,457227,1,1,APP
M0000678,2,80,46,2020-06-30,,GOLD,279367,1,0,APP
M0000679,1,34,13,2016-05-26,,SILVER,414557,1,1,WEB
M0000680,1,43,45,2015-03-29,,BRONZE,36571,1,0,STORE
M0000681,1,21,27,2018-04-13,,BRONZE,44806,0,0,PHONE
M0000682,1,32,01,2019-11-04,,BRONZE,66886,0,1,STORE
M0000683,1,42,11,2010-03-31,,BRONZE,45278,1,0,APP
M0000684,2,44,40,2024-03-30,,GOLD,286564,0,1,STORE
M0000685,2,44,39,2024-08-30,,SILVER,232401,1,0,WEB
M0000686,1,72,13,2019-08-23,,BRONZE,32900,1,0,STORE
M0000687,1,32,47,2019-03-12,,BRONZE,90308,1,0,WEB
M0000688,9,44,40,2021-02-10,2025-12-31,BRONZE,61048,1,1,WEB
M0000689,2,57,12,2017-01-20,,GOLD,483141,0,0,WEB
M0000690,2,37,44,2015-11-07,,BRONZE,31789,0,0,WEB
M0000691,1,30,13,2015-08-24,,BRONZE,51338,1,1,WEB
M0000692,2,54,38,2012-07-22,,BRONZE,65382,0,1,APP
M0000693,1,51,28,2023-06-17,,GOLD,381096,1,1,WEB
M0000694,1,38,06,2015-02-17,2022-05-14,SILVER,411780,0,0,APP
M0000695,2,23,13,2014-07-21,,SILVER,85996,0,1,STORE
M0000696,2,42,23,2025-06-06,,BRONZE,166466,0,1,WEB
M0000697,2,30,03,2018-02-09,,BRONZE,86700,1,0,WEB
M0000698,2,31,11,2019-12-13,,GOLD,307426,1,0,PHONE
M0000699,2,50,13,2013-12-05,,BRONZE,117005,1,0,STORE
M0000700,1,17,27,2014-06-10,,BRONZE,22827,0,1,PHONE
M0000701,1,58,30,2021-08-27,2024-03-08,SILVER,663153,0,1,WEB
M0000702,1,16,13,2017-03-20,,BRONZE,24250,0,1,APP
M0000703,1,29,07,2012-05-13,,BRONZE,42405,1,1,APP
M0000704,2,73,47,2023-05-15,,GOLD,211680,1,0,PHONE
M0000705,1,59,13,2016-06-11,2017-11-29,SILVER,344424,0,1,WEB
M0000706,2,42,13,2020-09-11,,BRONZE,45219,1,1,PHONE
M0000707,2,24,03,2015-06-18,,BRONZE,19752,0,1,WEB
M0000708,2,31,13,2018-12-21,,SILVER,222054,1,1,APP
M0000709,1,41,28,2022-05-30,,BRONZE,121289,0,0,STORE
M0000710,2,41,04,2024-02-29,,BRONZE,92793,1,0,STORE
M0000711,9,38,28,2013-04-26,,SILVER,407833,0,1,WEB
M0000712,2,39,40,2020-10-04,,SILVER,111497,1,1,APP
M0000713,2,36,06,2024-08-20,,PLATINUM,725337,1,1,WEB
M0000714,2,15,01,2020-04-14,2025-12-31,BRONZE,28258,0,1,STORE
M0000715,2,31,27,2012-04-16,2015-06-30,BRONZE,78353,0,0,STORE
M0000716,1,56,28,2013-01-14,,SILVER,173124,1,1,APP
M0000717,2,17,33,2013-03-31,,SILVER,288233,0,1,STORE
M0000718,1,37,02,2011-09-14,,BRONZE,58443,1,0,APP
M0000719,2,26,11,2022-01-22,,SILVER,78633,1,1,STORE
M0000720,9,42,14,2025-06-11,,BRONZE,82757,1,1,APP
M0000721,2,33,13,2018-04-09,2022-11-28,GOLD,240742,1,1,APP
M0000722,1,65,27,2019-08-01,,GOLD,329692,1,1,APP
M0000723,1,49,13,2022-05-19,,BRONZE,19512,1,1,APP
M0000724,9,18,46,2016-08-26,,PLATINUM,597437,1,0,STORE
M0000725,1,51,27,2017-07-24,,PLATINUM,1414924,0,0,WEB
M0000726,1,27,24,2019-06-05,,BRONZE,45153,0,1,APP
M0000727,1,30,13,2014-11-16,,BRONZE,48009,0,1,WEB
M0000728,1,45,14,2010-12-28,,SILVER,264687,1,1,WEB
M0000729,2,32,40,2019-02-01,,BRONZE,77368,0,1,APP
M0000730,2,55,14,2023-02-26,,BRONZE,32205,1,1,STORE
M0000731,1,27,21,2011-03-04,,BRONZE,8689,0,1,STORE
M0000732,1,29,43,2013-06-20,,PLATINUM,805299,0,1,PHONE
M0000733,1,29,33,2014-03-17,,BRONZE,23449,0,0,WEB
M0000734,1,30,13,2022-11-15,,GOLD,434941,1,0,WEB
M0000735,1,59,19,2018-01-27,,BRONZE,47908,0,1,WEB
M0000736,2,51,13,2018-07-20,2025-12-31,BRONZE,52287,0,0,WEB
M0000737,1,69,37,2020-04-28,,GOLD,269511,1,1,APP
M0000738,1,79,23,2014-06-05,,BRONZE,113746,0,0,APP
M0000739,1,22,14,2021-06-01,2023-05-05,BRONZE,60148,0,1,STORE
M0000740,1,41,13,2010-06-26,,BRONZE,52937,1,1,WEB
M0000741,1,20,13,2011-10-27,2017-02-20,SILVER,208776,0,1,STORE
M0000742,1,27,27,2023-01-20,2025-12-31,BRONZE,48879,0,1,WEB
M0000743,2,29,37,2020-07-13,,BRONZE,108305,0,1,APP
M0000744,1,22,21,2012-10-28,,BRONZE,26464,1,1,STORE
M0000745,2,22,44,2017-01-08,,BRONZE,36259,0,1,WEB
M0000746,2,38,13,2010-10-30,,BRONZE,23325,0,1,APP
M0000747,1,19,01,2020-10-01,,SILVER,428284,0,1,APP
M0000748,1,54,27,2022-02-04,,BRONZE,134998,1,1,WEB
M0000749,2,24,28,2014-06-15,,BRONZE,52648,0,1,STORE
M0000750,2,88,14,2015-08-08,,SILVER,63444,1,1,STORE
M0000751,1,32,14,2013-10-15,2016-11-28,SILVER,447257,0,1,WEB
M0000752,1,41,28,2016-03-25,,BRONZE,30470,1,1,WEB
M0000753,1,18,27,2014-05-11,2022-07-22,BRONZE,36920,0,0,APP
M0000754,2,69,11,2013-12-14,,BRONZE,60719,1,1,PHONE
M0000755,2,59,12,2016-11-19,,PLATINUM,851059,1,1,STORE
M0000756,1,45,13,2023-10-01,,BRONZE,41952,1,1,STORE
M0000757,1,17,39,2022-03-16,,BRONZE,24076,0,1,STORE
M0000758,2,44,23,2014-10-04,,BRONZE,31628,1,1,STORE
M0000759,1,21,24,2025-01-31,2025-12-31,BRONZE,50712,0,1,WEB
M0000760,2,65,12,2013-05-13,,BRONZE,33078,0,0,WEB
M0000761,2,54,07,2024-07-28,,BRONZE,36394,1,1,PHONE
M0000762,1,42,08,2014-12-13,,SILVER,151197,1,1,APP
M0000763,1,45,33,2018-08-24,,SILVER,159942,0,1,PHONE
M0000764,1,23,01,2013-04-02,,SILVER,86849,0,1,WEB
M0000765,2,52,27,2022-03-12,,GOLD,583791,1,0,STORE
