transaction_id,member_id,transaction_date,store_code,product_category,quantity,amount,payment_method
T0000001069,M0000079,2013-01-30,S019,HOME,3,4699,EMONEY
T0000001070,M0000136,2013-01-31,S019,FOOD,3,4644,EMONEY
T0000001071,M0000150,2013-01-31,S031,HOME,2,22310,EMONEY
T0000001072,M0000223,2013-01-31,S012,DAILY,4,4926,CREDIT
T0000001073,M0000150,2013-02-02,S011,HOME,2,15296,CREDIT
T0000001074,M0000149,2013-02-03,S038,APPAREL,2,8032,DEBIT
T0000001075,M0000150,2013-02-03,S049,HOME,1,8543,CASH
T0000001076,M0000048,2013-02-05,S027,FOOD,4,10237,CREDIT
T0000001077,M0000150,2013-02-05,S035,HOME,2,34217,EMONEY
T0000001078,M0000253,2013-02-05,S049,APPAREL,1,67218,DEBIT
T0000001079,M0000048,2013-02-06,S001,ELECTRONICS,1,34158,EMONEY
T0000001080,M0000079,2013-02-06,S049,FOOD,8,7061,CREDIT
T0000001081,M0000109,2013-02-06,S029,APPAREL,2,1026,CASH
T0000001082,M0000141,2013-02-06,S029,FOOD,3,4909,CREDIT
T0000001083,M0000246,2013-02-06,S036,FOOD,4,3861,EMONEY
T0000001084,M0000246,2013-02-07,S034,HOME,2,17797,CASH
T0000001085,M0000128,2013-02-09,S025,FOOD,5,1510,DEBIT
T0000001086,M0000079,2013-02-10,S009,DAILY,2,9143,CREDIT
T0000001087,M0000109,2013-02-10,S007,FOOD,2,754,EMONEY
T0000001088,M0000150,2013-02-10,S012,APPAREL,1,29799,DEBIT
T0000001089,M0000154,2013-02-10,S005,DAILY,5,569,DEBIT
T0000001090,M0000006,2013-02-11,S025,APPAREL,1,20174,DEBIT
T0000001091,M0000253,2013-02-11,S019,HOME,1,100165,DEBIT
T0000001092,M0000097,2013-02-12,S003,HOME,2,65386,CREDIT
T0000001093,M0000141,2013-02-12,S043,BOOKS,5,7810,CREDIT
T0000001094,M0000150,2013-02-12,S005,BOOKS,4,4107,CREDIT
T0000001095,M0000184,2013-02-12,S036,FOOD,5,5273,CREDIT
T0000001096,M0000256,2013-02-13,S014,APPAREL,3,15442,CASH
T0000001097,M0000109,2013-02-14,S044,APPAREL,1,1781,CREDIT
T0000001098,M0000131,2013-02-14,S036,DAILY,4,3369,CASH
T0000001099,M0000042,2013-02-15,S023,FOOD,4,122,CREDIT
T0000001100,M0000084,2013-02-15,S037,BOOKS,4,2624,CREDIT
T0000001101,M0000097,2013-02-15,S013,FOOD,2,7875,CASH
T0000001102,M0000246,2013-02-15,S048,DAILY,2,5993,EMONEY
T0000001103,M0000071,2013-02-16,S039,FOOD,4,11580,CREDIT
T0000001104,M0000084,2013-02-16,S036,FOOD,4,5376,CREDIT
T0000001105,M0000097,2013-02-16,S016,APPAREL,2,4667,POINT
T0000001106,M0000141,2013-02-16,S002,HOME,2,10266,EMONEY
T0000001107,M0000253,2013-02-16,S019,FOOD,2,10552,DEBIT
T0000001108,M0000154,2013-02-17,S009,FOOD,7,3178,CREDIT
T0000001109,M0000253,2013-02-17,S036,FOOD,9,50163,CREDIT
T0000001110,M0000256,2013-02-17,S002,BOOKS,2,4514,CREDIT
T0000001111,M0000256,2013-02-17,S034,DAILY,4,7911,CREDIT
T0000001112,M0000016,2013-02-18,S032,FOOD,6,5093,CREDIT
T0000001113,M0000117,2013-02-18,S023,BOOKS,4,385,CREDIT
T0000001114,M0000223,2013-02-18,S011,DAILY,3,4922,POINT
T0000001115,M0000253,2013-02-19,S018,FOOD,5,7647,CASH
T0000001116,M0000149,2013-02-20,S040,ELECTRONICS,2,31626,CREDIT
T0000001117,M0000253,2013-02-20,S011,DAILY,3,9867,CREDIT
T0000001118,M0000141,2013-02-22,S043,ELECTRONICS,1,30924,CREDIT
T0000001119,M0000278,2013-02-22,S008,FOOD,5,746,CASH
T0000001120,M0000097,2013-02-23,S043,FOOD,5,13465,DEBIT
T0000001121,M0000079,2013-02-24,S032,FOOD,6,21195,POINT
T0000001122,M0000084,2013-02-24,S009,FOOD,4,13325,EMONEY
T0000001123,M0000175,2013-02-24,S043,HOME,3,16027,EMONEY
T0000001124,M0000223,2013-02-25,S019,FOOD,4,5159,POINT
T0000001125,M0000261,2013-02-25,S047,FOOD,4,1340,POINT
T0000001126,M0000290,2013-02-25,S007,APPAREL,1,8870,CREDIT
T0000001127,M0000266,2013-02-26,S025,DAILY,2,2243,CASH
T0000001128,M0000280,2013-02-26,S050,APPAREL,2,16026,EMONEY
T0000001129,M0000246,2013-02-27,S037,FOOD,6,4326,POINT
T0000001130,M0000025,2013-02-28,S043,DAILY,5,2704,CREDIT
T0000001131,M0000136,2013-02-28,S031,BOOKS,1,10883,CASH
T0000001132,M0000150,2013-02-28,S048,FOOD,2,29302,CREDIT
T0000001133,M0000223,2013-02-28,S008,ELECTRONICS,1,43179,EMONEY
T0000001134,M0000253,2013-02-28,S008,BOOKS,2,26983,CREDIT
T0000001135,M0000268,2013-02-28,S036,ELECTRONICS,1,6432,CREDIT
T0000001136,M0000009,2013-03-01,S035,BOOKS,3,16371,EMONEY
T0000001137,M0000048,2013-03-01,S033,DAILY,3,965,CREDIT
T0000001138,M0000184,2013-03-01,S032,FOOD,4,2911,DEBIT
T0000001139,M0000223,2013-03-01,S033,APPAREL,3,7737,EMONEY
T0000001140,M0000079,2013-03-02,S006,FOOD,1,8840,CASH
T0000001141,M0000136,2013-03-02,S007,APPAREL,2,2456,CASH
T0000001142,M0000150,2013-03-02,S019,FOOD,2,1918,DEBIT
T0000001143,M0000084,2013-03-03,S012,BOOKS,2,9492,CASH
T0000001144,M0000029,2013-03-04,S020,APPAREL,1,17561,DEBIT
T0000001145,M0000097,2013-03-04,S043,HOME,1,15979,CREDIT
T0000001146,M0000136,2013-03-04,S033,FOOD,5,2099,CREDIT
T0000001147,M0000009,2013-03-05,S027,FOOD,6,4046,DEBIT
T0000001148,M0000246,2013-03-05,S025,FOOD,6,17336,POINT
T0000001149,M0000246,2013-03-06,S044,APPAREL,2,16866,EMONEY
T0000001150,M0000097,2013-03-07,S034,DAILY,3,8122,POINT
T0000001151,M0000141,2013-03-07,S008,FOOD,4,857,CASH
T0000001152,M0000149,2013-03-07,S044,FOOD,3,6577,EMONEY
T0000001153,M0000150,2013-03-07,S004,FOOD,4,3844,EMONEY
T0000001154,M0000246,2013-03-07,S033,APPAREL,1,21456,DEBIT
T0000001155,M0000048,2013-03-08,S031,APPAREL,2,18200,POINT
T0000001156,M0000217,2013-03-09,S016,HOME,3,12475,CASH
T0000001157,M0000248,2013-03-09,S025,FOOD,3,8321,CREDIT
T0000001158,M0000248,2013-03-09,S035,FOOD,5,4415,CREDIT
T0000001159,M0000006,2013-03-10,S029,DAILY,1,8617,DEBIT
T0000001160,M0000290,2013-03-10,S036,HOME,3,974,EMONEY
T0000001161,M0000253,2013-03-11,S024,DAILY,3,21823,CREDIT
T0000001162,M0000006,2013-03-12,S010,BOOKS,3,10811,DEBIT
T0000001163,M0000048,2013-03-12,S046,BOOKS,3,6256,CREDIT
T0000001164,M0000136,2013-03-12,S012,DAILY,5,1865,CREDIT
T0000001165,M0000006,2013-03-13,S033,APPAREL,1,13255,EMONEY
T0000001166,M0000141,2013-03-13,S003,ELECTRONICS,1,12756,DEBIT
T0000001167,M0000150,2013-03-14,S023,ELECTRONICS,2,14529,DEBIT
T0000001168,M0000253,2013-03-14,S042,APPAREL,2,25417,EMONEY
T0000001169,M0000141,2013-03-15,S021,FOOD,4,9215,CASH
T0000001170,M0000248,2013-03-15,S005,HOME,1,10552,EMONEY
T0000001171,M0000006,2013-03-16,S006,DAILY,5,5603,CASH
T0000001172,M0000084,2013-03-16,S003,APPAREL,3,17388,CREDIT
T0000001173,M0000175,2013-03-16,S031,FOOD,4,5046,CASH
T0000001174,M0000006,2013-03-17,S005,APPAREL,2,11867,CREDIT
T0000001175,M0000128,2013-03-17,S034,DAILY,2,1949,POINT
T0000001176,M0000136,2013-03-17,S047,FOOD,6,2329,CREDIT
T0000001177,M0000150,2013-03-17,S019,DAILY,3,1063,CREDIT
T0000001178,M0000248,2013-03-17,S017,HOME,1,40292,CREDIT
T0000001179,M0000006,2013-03-18,S008,HOME,2,97079,CREDIT
T0000001180,M0000128,2013-03-18,S026,DAILY,2,1617,CREDIT
T0000001181,M0000149,2013-03-18,S008,HOME,2,28826,CASH
T0000001182,M0000016,2013-03-19,S019,DAILY,3,4988,CREDIT
T0000001183,M0000126,2013-03-19,S017,FOOD,3,436,CREDIT
T0000001184,M0000223,2013-03-19,S019,DAILY,1,12395,CREDIT
T0000001185,M0000248,2013-03-19,S013,DAILY,1,8503,DEBIT
T0000001186,M0000256,2013-03-19,S005,BOOKS,3,1748,CASH
T0000001187,M0000294,2013-03-19,S018,APPAREL,1,5903,CREDIT
T0000001188,M0000280,2013-03-20,S043,DAILY,1,7783,CASH
T0000001189,M0000136,2013-03-21,S037,DAILY,5,3347,CASH
T0000001190,M0000280,2013-03-21,S034,DAILY,2,7192,DEBIT
T0000001191,M0000016,2013-03-22,S021,APPAREL,3,17430,CREDIT
T0000001192,M0000029,2013-03-22,S026,FOOD,4,12219,DEBIT
T0000001193,M0000253,2013-03-22,S040,FOOD,1,20266,EMONEY
T0000001194,M0000256,2013-03-22,S024,HOME,1,45502,CASH
T0000001195,M0000136,2013-03-23,S036,FOOD,6,3343,DEBIT
T0000001196,M0000253,2013-03-23,S036,DAILY,3,30865,EMONEY
T0000001197,M0000280,2013-03-23,S007,DAILY,4,5307,CREDIT
T0000001198,M0000059,2013-03-24,S030,DAILY,3,9209,CREDIT
T0000001199,M0000084,2013-03-24,S003,FOOD,2,8459,POINT
T0000001200,M0000126,2013-03-25,S023,APPAREL,2,4602,CREDIT
T0000001201,M0000141,2013-03-25,S027,APPAREL,1,10280,CASH
T0000001202,M0000054,2013-03-26,S046,FOOD,4,1610,CREDIT
T0000001203,M0000256,2013-03-26,S011,HOME,1,53172,CREDIT
T0000001204,M0000256,2013-03-27,S013,APPAREL,2,26368,CREDIT
T0000001205,M0000052,2013-03-28,S018,ELECTRONICS,1,45792,CREDIT
T0000001206,M0000016,2013-03-29,S010,FOOD,4,8550,DEBIT
T0000001207,M0000084,2013-03-29,S042,BOOKS,2,6091,CASH
T0000001208,M0000141,2013-03-29,S034,HOME,2,18455,CASH
T0000001209,M0000006,2013-03-30,S002,FOOD,6,6231,EMONEY
T0000001210,M0000006,2013-03-31,S028,DAILY,4,5480,EMONEY
T0000001211,M0000150,2013-03-31,S014,APPAREL,3,20027,CASH
T0000001212,M0000131,2013-04-01,S011,DAILY,4,6299,CASH
T0000001213,M0000025,2013-04-02,S005,FOOD,5,925,CREDIT
T0000001214,M0000059,2013-04-02,S006,HOME,1,12419,CASH
T0000001215,M0000048,2013-04-03,S038,FOOD,6,3365,CREDIT
T0000001216,M0000136,2013-04-03,S048,FOOD,4,1804,EMONEY
T0000001217,M0000261,2013-04-03,S044,HOME,1,35239,EMONEY
T0000001218,M0000006,2013-04-04,S035,FOOD,5,8719,CREDIT
T0000001219,M0000059,2013-04-04,S006,DAILY,3,11875,DEBIT
T0000001220,M0000117,2013-04-04,S028,DAILY,2,1024,CREDIT
T0000001221,M0000223,2013-04-04,S012,BOOKS,4,2494,CREDIT
T0000001222,M0000246,2013-04-04,S049,APPAREL,2,16029,CREDIT
T0000001223,M0000253,2013-04-04,S032,FOOD,4,16427,EMONEY
T0000001224,M0000016,2013-04-05,S029,FOOD,3,6601,EMONEY
T0000001225,M0000059,2013-04-05,S042,FOOD,2,8935,CREDIT
T0000001226,M0000059,2013-04-05,S027,APPAREL,1,11022,CREDIT
T0000001227,M0000256,2013-04-05,S039,FOOD,2,1870,EMONEY
T0000001228,M0000029,2013-04-06,S042,DAILY,1,1039,CREDIT
T0000001229,M0000097,2013-04-06,S014,FOOD,2,11755,CREDIT
T0000001230,M0000136,2013-04-06,S040,FOOD,1,7992,CREDIT
T0000001231,M0000175,2013-04-06,S049,APPAREL,1,936,CREDIT
T0000001232,M0000278,2013-04-06,S020,ELECTRONICS,1,32209,CREDIT
T0000001233,M0000059,2013-04-08,S047,DAILY,2,4412,EMONEY
T0000001234,M0000097,2013-04-08,S022,FOOD,1,11469,EMONEY
T0000001235,M0000246,2013-04-08,S045,BOOKS,5,6916,CREDIT
T0000001236,M0000084,2013-04-09,S011,HOME,2,34544,CREDIT
T0000001237,M0000141,2013-04-09,S016,HOME,2,37427,EMONEY
T0000001238,M0000253,2013-04-09,S049,HOME,1,34845,POINT
T0000001239,M0000079,2013-04-10,S031,HOME,1,40900,EMONEY
T0000001240,M0000295,2013-04-10,S007,DAILY,8,397,CASH
T0000001241,M0000079,2013-04-11,S015,DAILY,3,3859,CREDIT
T0000001242,M0000280,2013-04-11,S001,HOME,1,21141,CASH
T0000001243,M0000009,2013-04-12,S020,ELECTRONICS,1,24312,CREDIT
T0000001244,M0000079,2013-04-12,S021,APPAREL,2,60290,CREDIT
T0000001245,M0000253,2013-04-12,S043,HOME,1,27593,CREDIT
T0000001246,M0000253,2013-04-12,S013,HOME,3,55418,CREDIT
T0000001247,M0000253,2013-04-13,S005,FOOD,4,24544,CREDIT
T0000001248,M0000009,2013-04-14,S038,DAILY,4,3680,DEBIT
T0000001249,M0000078,2013-04-14,S021,FOOD,7,6096,CREDIT
T0000001250,M0000079,2013-04-14,S047,FOOD,3,3385,CREDIT
T0000001251,M0000141,2013-04-14,S006,APPAREL,1,7816,EMONEY
T0000001252,M0000280,2013-04-14,S011,FOOD,2,1227,EMONEY
T0000001253,M0000048,2013-04-15,S028,APPAREL,2,23910,CASH
T0000001254,M0000097,2013-04-15,S026,HOME,3,4573,CREDIT
T0000001255,M0000136,2013-04-15,S047,FOOD,5,20193,CREDIT
T0000001256,M0000136,2013-04-16,S049,FOOD,5,5031,EMONEY
T0000001257,M0000223,2013-04-16,S007,BOOKS,3,27112,DEBIT
T0000001258,M0000256,2013-04-16,S036,DAILY,5,10419,CREDIT
T0000001259,M0000278,2013-04-16,S039,FOOD,3,4965,EMONEY
T0000001260,M0000078,2013-04-17,S004,FOOD,5,1596,CREDIT
T0000001261,M0000078,2013-04-17,S036,APPAREL,2,27294,CASH
T0000001262,M0000042,2013-04-18,S001,APPAREL,1,1125,POINT
T0000001263,M0000071,2013-04-18,S040,BOOKS,3,2999,EMONEY
T0000001264,M0000097,2013-04-18,S027,DAILY,4,9794,CREDIT
T0000001265,M0000009,2013-04-19,S014,DAILY,2,8397,CREDIT
T0000001266,M0000029,2013-04-19,S049,BOOKS,5,5173,DEBIT
T0000001267,M0000141,2013-04-19,S033,APPAREL,5,16411,EMONEY
T0000001268,M0000048,2013-04-20,S009,APPAREL,1,3998,CREDIT
T0000001269,M0000097,2013-04-20,S011,BOOKS,3,3474,CREDIT
T0000001270,M0000136,2013-04-20,S014,FOOD,3,477,DEBIT
T0000001271,M0000150,2013-04-20,S033,FOOD,2,4729,EMONEY
T0000001272,M0000256,2013-04-21,S031,FOOD,5,14902,CREDIT
T0000001273,M0000256,2013-04-21,S019,FOOD,4,9299,DEBIT
T0000001274,M0000253,2013-04-22,S041,DAILY,2,21029,CREDIT
T0000001275,M0000278,2013-04-22,S025,FOOD,7,3702,CREDIT
T0000001276,M0000109,2013-04-23,S011,FOOD,1,1229,DEBIT
T0000001277,M0000141,2013-04-24,S033,HOME,2,3623,CREDIT
T0000001278,M0000097,2013-04-25,S036,APPAREL,4,56272,CREDIT
T0000001279,M0000128,2013-04-25,S026,ELECTRONICS,1,41103,CASH
T0000001280,M0000269,2013-04-25,S025,APPAREL,3,8631,CREDIT
T0000001281,M0000260,2013-04-28,S040,DAILY,5,1208,DEBIT
T0000001282,M0000006,2013-04-29,S036,DAILY,3,7295,DEBIT
T0000001283,M0000006,2013-04-30,S032,DAILY,2,2611,CREDIT
T0000001284,M0000048,2013-05-01,S018,DAILY,4,5346,EMONEY
T0000001285,M0000141,2013-05-01,S035,FOOD,3,8516,CREDIT
T0000001286,M0000006,2013-05-02,S050,APPAREL,1,12681,DEBIT
T0000001287,M0000136,2013-05-02,S029,FOOD,5,3556,EMONEY
T0000001288,M0000141,2013-05-02,S049,APPAREL,3,16582,DEBIT
T0000001289,M0000295,2013-05-03,S001,FOOD,3,533,DEBIT
T0000001290,M0000278,2013-05-04,S012,DAILY,5,2252,CREDIT
T0000001291,M0000246,2013-05-05,S035,HOME,1,55873,DEBIT
T0000001292,M0000295,2013-05-05,S040,BOOKS,3,2148,CREDIT
T0000001293,M0000141,2013-05-06,S005,FOOD,3,5367,DEBIT
T0000001294,M0000136,2013-05-07,S026,BOOKS,3,1322,CREDIT
T0000001295,M0000150,2013-05-07,S021,FOOD,5,5644,CREDIT
T0000001296,M0000295,2013-05-07,S032,DAILY,1,1732,EMONEY
T0000001297,M0000059,2013-05-09,S047,ELECTRONICS,1,33958,CREDIT
T0000001298,M0000084,2013-05-10,S037,FOOD,4,2602,CREDIT
T0000001299,M0000184,2013-05-10,S044,DAILY,2,2716,EMONEY
T0000001300,M0000079,2013-05-11,S035,ELECTRONICS,1,31927,DEBIT
T0000001301,M0000128,2013-05-11,S027,FOOD,2,13622,EMONEY
T0000001302,M0000246,2013-05-11,S010,DAILY,4,5451,DEBIT
T0000001303,M0000256,2013-05-11,S023,APPAREL,1,12643,EMONEY
T0000001304,M0000266,2013-05-11,S007,FOOD,4,952,POINT
T0000001305,M0000295,2013-05-11,S005,HOME,4,5286,EMONEY
T0000001306,M0000048,2013-05-12,S023,FOOD,5,1324,CREDIT
T0000001307,M0000079,2013-05-12,S049,FOOD,2,17609,CASH
T0000001308,M0000097,2013-05-12,S026,APPAREL,2,17726,CASH
T0000001309,M0000278,2013-05-12,S029,APPAREL,3,3522,CASH
T0000001310,M0000059,2013-05-13,S002,APPAREL,2,16873,CASH
T0000001311,M0000084,2013-05-13,S003,DAILY,3,5897,EMONEY
T0000001312,M0000084,2013-05-13,S047,ELECTRONICS,1,58583,DEBIT
T0000001313,M0000154,2013-05-13,S028,BOOKS,3,1379,CREDIT
T0000001314,M0000035,2013-05-15,S047,FOOD,3,602,CREDIT
T0000001315,M0000059,2013-05-15,S003,DAILY,6,1029,DEBIT
T0000001316,M0000246,2013-05-15,S039,DAILY,4,3474,EMONEY
T0000001317,M0000246,2013-05-15,S047,FOOD,4,12159,EMONEY
T0000001318,M0000290,2013-05-15,S026,DAILY,2,1230,EMONEY
T0000001319,M0000029,2013-05-17,S016,APPAREL,2,27163,POINT
T0000001320,M0000035,2013-05-17,S032,FOOD,4,1290,EMONEY
T0000001321,M0000150,2013-05-17,S025,FOOD,3,3190,CREDIT
T0000001322,M0000256,2013-05-17,S038,APPAREL,1,19416,POINT
T0000001323,M0000097,2013-05-18,S010,FOOD,4,5711,CREDIT
T0000001324,M0000150,2013-05-18,S030,FOOD,5,5470,EMONEY
T0000001325,M0000223,2013-05-18,S016,FOOD,4,6088,CREDIT
T0000001326,M0000295,2013-05-18,S024,APPAREL,1,11871,EMONEY
T0000001327,M0000042,2013-05-19,S043,FOOD,3,83,CREDIT
T0000001328,M0000109,2013-05-19,S026,BOOKS,2,646,CREDIT
T0000001329,M0000150,2013-05-19,S044,FOOD,4,12203,DEBIT
T0000001330,M0000184,2013-05-19,S036,DAILY,2,888,CREDIT
T0000001331,M0000268,2013-05-20,S017,FOOD,6,1104,CREDIT
T0000001332,M0000269,2013-05-20,S031,APPAREL,2,3001,CREDIT
T0000001333,M0000131,2013-05-21,S028,DAILY,2,2226,EMONEY
T0000001334,M0000150,2013-05-21,S017,HOME,2,15758,CREDIT
T0000001335,M0000029,2013-05-22,S027,FOOD,3,8330,CREDIT
T0000001336,M0000131,2013-05-22,S048,ELECTRONICS,2,62076,CREDIT
T0000001337,M0000261,2013-05-23,S009,APPAREL,3,53783,CREDIT
T0000001338,M0000140,2013-05-24,S023,HOME,1,1086,CASH
T0000001339,M0000162,2013-05-24,S024,DAILY,2,2057,CREDIT
T0000001340,M0000141,2013-05-25,S042,FOOD,2,15041,CASH
T0000001341,M0000149,2013-05-25,S029,DAILY,3,2402,CASH
T0000001342,M0000248,2013-05-25,S032,FOOD,5,2576,CREDIT
T0000001343,M0000290,2013-05-25,S021,FOOD,2,2298,CREDIT
T0000001344,M0000128,2013-05-26,S009,APPAREL,2,22170,DEBIT
T0000001345,M0000253,2013-05-26,S003,DAILY,1,3016,CREDIT
T0000001346,M0000261,2013-05-26,S042,ELECTRONICS,1,94183,DEBIT
T0000001347,M0000025,2013-05-27,S024,FOOD,5,701,CREDIT
T0000001348,M0000071,2013-05-27,S044,FOOD,5,2361,EMONEY
T0000001349,M0000084,2013-05-27,S050,DAILY,1,6009,CREDIT
T0000001350,M0000162,2013-05-27,S043,FOOD,4,5489,EMONEY
T0000001351,M0000141,2013-05-28,S050,ELECTRONICS,1,60507,CREDIT
T0000001352,M0000246,2013-05-28,S014,HOME,2,34980,CREDIT
T0000001353,M0000217,2013-05-29,S030,APPAREL,1,2796,EMONEY
T0000001354,M0000268,2013-05-29,S014,ELECTRONICS,1,12175,CREDIT
T0000001355,M0000006,2013-05-30,S035,APPAREL,4,12550,CREDIT
T0000001356,M0000025,2013-05-31,S013,DAILY,5,2027,CASH
T0000001357,M0000150,2013-05-31,S033,DAILY,2,7005,CREDIT
T0000001358,M0000079,2013-06-01,S023,HOME,5,17851,CREDIT
T0000001359,M0000136,2013-06-01,S013,ELECTRONICS,1,52889,DEBIT
T0000001360,M0000136,2013-06-01,S033,HOME,1,9841,CREDIT
T0000001361,M0000006,2013-06-02,S023,APPAREL,3,24482,DEBIT
T0000001362,M0000016,2013-06-02,S043,APPAREL,2,15211,EMONEY
T0000001363,M0000141,2013-06-02,S004,APPAREL,2,24036,EMONEY
T0000001364,M0000246,2013-06-02,S038,FOOD,7,2191,CREDIT
T0000001365,M0000253,2013-06-02,S007,FOOD,2,3277,POINT
T0000001366,M0000253,2013-06-02,S013,DAILY,3,20330,CREDIT
T0000001367,M0000059,2013-06-03,S004,DAILY,3,8049,EMONEY
T0000001368,M0000079,2013-06-03,S028,FOOD,3,13758,EMONEY
T0000001369,M0000016,2013-06-04,S019,DAILY,3,1914,EMONEY
T0000001370,M0000136,2013-06-04,S022,DAILY,3,632,CASH
T0000001371,M0000084,2013-06-05,S048,FOOD,2,14273,POINT
T0000001372,M0000084,2013-06-05,S044,HOME,2,13306,CASH
T0000001373,M0000248,2013-06-05,S042,FOOD,1,21854,EMONEY
T0000001374,M0000078,2013-06-06,S038,FOOD,2,7159,EMONEY
T0000001375,M0000268,2013-06-06,S041,FOOD,6,851,EMONEY
T0000001376,M0000184,2013-06-07,S008,DAILY,2,2550,CASH
T0000001377,M0000025,2013-06-08,S043,DAILY,4,1102,CREDIT
T0000001378,M0000016,2013-06-09,S044,FOOD,1,1774,CASH
T0000001379,M0000084,2013-06-09,S050,HOME,1,18889,EMONEY
T0000001380,M0000109,2013-06-09,S004,DAILY,3,781,CREDIT
T0000001381,M0000193,2013-06-09,S045,DAILY,1,4622,EMONEY
T0000001382,M0000193,2013-06-09,S001,DAILY,2,4200,CREDIT
T0000001383,M0000136,2013-06-10,S043,ELECTRONICS,1,38226,CREDIT
T0000001384,M0000141,2013-06-10,S010,HOME,1,19778,CREDIT
T0000001385,M0000149,2013-06-10,S031,HOME,3,32906,POINT
T0000001386,M0000150,2013-06-10,S037,ELECTRONICS,1,48377,CREDIT
T0000001387,M0000154,2013-06-10,S037,APPAREL,3,3973,CASH
T0000001388,M0000223,2013-06-10,S042,FOOD,6,17922,EMONEY
T0000001389,M0000246,2013-06-10,S008,DAILY,2,5181,EMONEY
T0000001390,M0000248,2013-06-10,S046,FOOD,5,12480,CASH
T0000001391,M0000150,2013-06-12,S049,DAILY,3,6707,CASH
T0000001392,M0000253,2013-06-12,S044,HOME,2,6536,DEBIT
T0000001393,M0000078,2013-06-13,S040,APPAREL,4,24539,POINT
T0000001394,M0000150,2013-06-13,S008,FOOD,6,1139,EMONEY
T0000001395,M0000006,2013-06-14,S024,BOOKS,3,2715,CREDIT
T0000001396,M0000071,2013-06-14,S009,DAILY,4,11599,DEBIT
T0000001397,M0000278,2013-06-14,S002,FOOD,3,3986,EMONEY
T0000001398,M0000184,2013-06-15,S015,APPAREL,1,17924,EMONEY
T0000001399,M0000246,2013-06-15,S025,DAILY,2,5743,EMONEY
T0000001400,M0000141,2013-06-16,S026,DAILY,3,2086,DEBIT
T0000001401,M0000248,2013-06-16,S032,BOOKS,3,44286,CASH
T0000001402,M0000059,2013-06-17,S001,DAILY,2,2664,DEBIT
T0000001403,M0000084,2013-06-17,S020,APPAREL,4,1901,POINT
T0000001404,M0000140,2013-06-17,S045,HOME,3,13188,CASH
T0000001405,M0000280,2013-06-17,S035,HOME,4,79079,DEBIT
T0000001406,M0000184,2013-06-18,S019,BOOKS,2,3408,EMONEY
T0000001407,M0000034,2013-06-19,S003,APPAREL,2,23384,DEBIT
T0000001408,M0000054,2013-06-20,S020,HOME,3,2466,DEBIT
T0000001409,M0000079,2013-06-20,S043,DAILY,2,1290,CASH
T0000001410,M0000253,2013-06-20,S047,HOME,1,32141,EMONEY
T0000001411,M0000280,2013-06-20,S025,DAILY,3,18429,CREDIT
T0000001412,M0000048,2013-06-21,S017,FOOD,3,3683,EMONEY
T0000001413,M0000054,2013-06-21,S005,BOOKS,6,1284,CREDIT
T0000001414,M0000059,2013-06-21,S033,ELECTRONICS,1,37457,CREDIT
T0000001415,M0000141,2013-06-21,S018,APPAREL,1,32284,CREDIT
T0000001416,M0000253,2013-06-21,S022,HOME,2,87788,DEBIT
T0000001417,M0000009,2013-06-22,S009,APPAREL,3,20142,CREDIT
T0000001418,M0000059,2013-06-22,S019,BOOKS,3,17438,DEBIT
T0000001419,M0000136,2013-06-22,S046,DAILY,5,1361,DEBIT
T0000001420,M0000150,2013-06-22,S031,FOOD,4,11096,CASH
T0000001421,M0000175,2013-06-22,S023,FOOD,5,1494,CREDIT
T0000001422,M0000184,2013-06-22,S027,FOOD,1,4438,DEBIT
T0000001423,M0000184,2013-06-22,S029,FOOD,6,4747,CREDIT
T0000001424,M0000223,2013-06-22,S024,APPAREL,2,10206,CREDIT
T0000001425,M0000256,2013-06-22,S027,FOOD,2,7871,EMONEY
T0000001426,M0000048,2013-06-23,S004,FOOD,1,9270,CREDIT
T0000001427,M0000079,2013-06-24,S006,APPAREL,2,9941,CREDIT
T0000001428,M0000128,2013-06-24,S044,APPAREL,1,7099,CREDIT
T0000001429,M0000256,2013-06-24,S047,APPAREL,3,13842,DEBIT
T0000001430,M0000128,2013-06-25,S026,ELECTRONICS,1,19676,DEBIT
T0000001431,M0000022,2013-06-26,S020,FOOD,3,10740,DEBIT
T0000001432,M0000048,2013-06-27,S014,FOOD,6,1111,DEBIT
T0000001433,M0000048,2013-06-27,S044,DAILY,2,26750,CREDIT
T0000001434,M0000079,2013-06-27,S031,FOOD,4,7287,CREDIT
T0000001435,M0000150,2013-06-27,S017,DAILY,4,4607,EMONEY
T0000001436,M0000150,2013-06-27,S015,FOOD,4,1961,POINT
T0000001437,M0000097,2013-06-28,S043,APPAREL,1,19292,DEBIT
T0000001438,M0000136,2013-06-28,S010,APPAREL,1,3878,EMONEY
T0000001439,M0000048,2013-06-29,S045,ELECTRONICS,1,113208,CREDIT
T0000001440,M0000097,2013-06-29,S003,DAILY,2,13353,DEBIT
T0000001441,M0000136,2013-06-29,S029,FOOD,5,14529,CREDIT
T0000001442,M0000184,2013-06-29,S019,APPAREL,1,6790,DEBIT
T0000001443,M0000266,2013-06-29,S049,APPAREL,1,6631,CREDIT
T0000001444,M0000006,2013-06-30,S037,FOOD,5,16178,EMONEY
T0000001445,M0000131,2013-06-30,S047,FOOD,2,10889,CREDIT
T0000001446,M0000141,2013-06-30,S008,APPAREL,2,41393,CREDIT
