student_id,enrollment_year,department,grade,gender,status,gpa
S20250053,2025,ENGINEERING,1,2,ENROLLED,3.76
S20210053,2021,LITERATURE,4,1,GRADUATED,2.51
S20240068,2024,MEDICAL,2,1,ENROLLED,3.99
S20230061,2023,LITERATURE,3,2,LEAVE,3.58
S20220051,2022,ECONOMICS,4,2,ENROLLED,2.8
S20190062,2019,SCIENCE,4,1,GRADUATED,3.45
S20250054,2025,ENGINEERING,1,9,ENROLLED,3.13
S20200051,2020,LITERATURE,4,9,GRADUATED,2.56
S20220052,2022,SCIENCE,4,1,ENROLLED,2.91
S20230062,2023,SCIENCE,3,1,ENROLLED,3.45
S20230063,2023,LITERATURE,3,1,ENROLLED,3.23
S20250055,2025,ENGINEERING,1,2,ENROLLED,3.18
S20190063,2019,ECONOMICS,4,1,GRADUATED,3.85
S20220053,2022,ENGINEERING,4,2,ENROLLED,3.35
S20210054,2021,MEDICAL,5,2,LEAVE,3.14
S20210055,2021,ENGINEERING,4,2,GRADUATED,2.32
S20180065,2018,ENGINEERING,4,1,GRADUATED,3.27
S20190064,2019,LITERATURE,4,1,GRADUATED,2.52
S20200052,2020,SCIENCE,4,2,WITHDRAWN,2.84
S20200053,2020,SCIENCE,4,2,GRADUATED,2.93
S20210056,2021,LITERATURE,4,1,GRADUATED,2.62
S20220054,2022,MEDICAL,4,1,ENROLLED,3.76
S20230064,2023,LITERATURE,3,2,ENROLLED,2.73
S20210057,2021,LITERATURE,4,2,GRADUATED,3.49
S20210058,2021,LITERATURE,4,2,WITHDRAWN,1.91
S20190065,2019,ENGINEERING,4,2,GRADUATED,2.58
S20220055,2022,SCIENCE,4,2,ENROLLED,3.71
S20200054,2020,ENGINEERING,4,2,GRADUATED,3.11
S20180066,2018,SCIENCE,4,1,GRADUATED,3.64
S20210059,2021,ENGINEERING,4,2,GRADUATED,2.84
S20210060,2021,MEDICAL,5,1,LEAVE,3.46
S20190066,2019,LITERATURE,4,2,GRADUATED,2.19
S20220056,2022,ECONOMICS,4,2,ENROLLED,3.02
S20220057,2022,LITERATURE,4,2,ENROLLED,1.88
S20230065,2023,ENGINEERING,3,2,ENROLLED,3.2
S20230066,2023,ECONOMICS,3,2,ENROLLED,2.9
S20230067,2023,SCIENCE,3,1,WITHDRAWN,2.88
S20200055,2020,ECONOMICS,4,9,GRADUATED,3.59
S20240069,2024,LITERATURE,2,2,ENROLLED,2.31
S20220058,2022,SCIENCE,4,2,ENROLLED,2.87
S20210061,2021,ECONOMICS,4,1,GRADUATED,2.77
S20230068,2023,SCIENCE,3,1,ENROLLED,2.91
S20200056,2020,LITERATURE,4,1,GRADUATED,2.44
S20220059,2022,SCIENCE,4,1,ENROLLED,3.53
S20230069,2023,SCIENCE,3,2,ENROLLED,2.75
S20250056,2025,MEDICAL,1,2,ENROLLED,3.53
S20250057,2025,LITERATURE,1,2,ENROLLED,2.04
S20220060,2022,LITERATURE,4,1,ENROLLED,2.48
S20220061,2022,ECONOMICS,4,2,ENROLLED,2.83
S20240070,2024,SCIENCE,2,2,ENROLLED,3.36
S20200057,2020,ECONOMICS,4,2,GRADUATED,3.1
S20240071,2024,LITERATURE,2,1,ENROLLED,1.84
S20210062,2021,ENGINEERING,4,1,GRADUATED,3.01
S20180067,2018,ECONOMICS,4,1,ENROLLED,3.1
S20180068,2018,ENGINEERING,4,2,GRADUATED,1.41
S20240072,2024,ENGINEERING,2,2,ENROLLED,3.04
S20180069,2018,SCIENCE,4,1,GRADUATED,3.54
S20200058,2020,ECONOMICS,4,2,GRADUATED,3.22
S20200059,2020,ECONOMICS,4,1,LEAVE,2.46
S20190067,2019,ENGINEERING,4,1,GRADUATED,3.27
S20200060,2020,ENGINEERING,4,2,ENROLLED,3.17
S20230070,2023,MEDICAL,3,1,ENROLLED,3.36
S20180070,2018,ENGINEERING,4,1,GRADUATED,2.9
S20240073,2024,ENGINEERING,2,9,ENROLLED,3.77
S20240074,2024,ENGINEERING,2,2,ENROLLED,3.11
S20200061,2020,SCIENCE,4,2,GRADUATED,3.16
S20190068,2019,ECONOMICS,4,2,GRADUATED,3.25
S20220062,2022,ECONOMICS,4,2,ENROLLED,2.03
S20180071,2018,ECONOMICS,4,1,GRADUATED,3.25
S20200062,2020,ENGINEERING,4,1,WITHDRAWN,3.17
S20250058,2025,LITERATURE,1,2,ENROLLED,2.34
S20250059,2025,LITERATURE,1,2,ENROLLED,3.45
S20240075,2024,ENGINEERING,2,2,ENROLLED,3.47
S20200063,2020,ENGINEERING,4,1,WITHDRAWN,3.13
S20230071,2023,LITERATURE,3,2,ENROLLED,3.05
S20230072,2023,ENGINEERING,3,2,ENROLLED,2.5
S20210063,2021,SCIENCE,4,1,GRADUATED,3.65
S20230073,2023,ECONOMICS,3,1,ENROLLED,3.12
S20180072,2018,ENGINEERING,4,2,ENROLLED,1.73
S20190069,2019,LITERATURE,4,1,GRADUATED,2.94
S20220063,2022,ECONOMICS,4,1,LEAVE,3.12
S20190070,2019,ECONOMICS,4,1,GRADUATED,3.21
S20190071,2019,ECONOMICS,4,2,GRADUATED,3.09
S20240076,2024,LITERATURE,2,2,ENROLLED,2.35
S20250060,2025,ECONOMICS,1,1,WITHDRAWN,3.08
S20220064,2022,ENGINEERING,4,2,ENROLLED,2.71
S20240077,2024,LITERATURE,2,1,ENROLLED,2.08
S20250061,2025,ENGINEERING,1,2,ENROLLED,3.33
S20190072,2019,LITERATURE,4,1,GRADUATED,2.28
S20210064,2021,LITERATURE,4,1,WITHDRAWN,2.83
S20210065,2021,ENGINEERING,4,1,GRADUATED,2.77
S20180073,2018,ECONOMICS,4,1,GRADUATED,3.38
S20240078,2024,LITERATURE,2,2,ENROLLED,3.28
S20210066,2021,ENGINEERING,4,1,GRADUATED,3.35
S20210067,2021,ENGINEERING,4,1,GRADUATED,3.02
S20190073,2019,LITERATURE,4,1,GRADUATED,3.3
S20190074,2019,LITERATURE,4,2,GRADUATED,3.17
S20250062,2025,LITERATURE,1,1,ENROLLED,2.48
S20180074,2018,ENGINEERING,4,1,GRADUATED,3.59
S20190075,2019,ECONOMICS,4,2,GRADUATED,2.86
S20200064,2020,MEDICAL,6,2,ENROLLED,3.3
S20210068,2021,LITERATURE,4,1,GRADUATED,2.86
S20220065,2022,SCIENCE,4,2,ENROLLED,3.06
S20210069,2021,ECONOMICS,4,2,GRADUATED,2.67
S20180075,2018,MEDICAL,6,2,GRADUATED,3.29
S20190076,2019,SCIENCE,4,1,GRADUATED,3.1
S20240079,2024,ECONOMICS,2,2,ENROLLED,2.79
S20230074,2023,MEDICAL,3,2,ENROLLED,3.41
S20230075,2023,ECONOMICS,3,2,LEAVE,2.78
S20230076,2023,LITERATURE,3,2,LEAVE,2.69
S20240080,2024,ENGINEERING,2,1,ENROLLED,2.8
S20180076,2018,ENGINEERING,4,1,ENROLLED,3.18
S20200065,2020,LITERATURE,4,1,GRADUATED,2.75
S20220066,2022,LITERATURE,4,2,ENROLLED,3.87
S20200066,2020,LITERATURE,4,2,ENROLLED,1.97
S20240081,2024,SCIENCE,2,1,ENROLLED,2.76
S20210070,2021,SCIENCE,4,2,GRADUATED,3.66
S20240082,2024,ECONOMICS,2,1,ENROLLED,3.15
S20240083,2024,ENGINEERING,2,1,ENROLLED,3.2
S20220067,2022,ENGINEERING,4,1,ENROLLED,3.7
S20250063,2025,ECONOMICS,1,2,ENROLLED,2.43
S20220068,2022,ECONOMICS,4,1,LEAVE,3.15
S20240084,2024,MEDICAL,2,1,ENROLLED,3.29
S20200067,2020,ECONOMICS,4,2,GRADUATED,2.68
S20210071,2021,ECONOMICS,4,9,GRADUATED,2.9
S20220069,2022,LITERATURE,4,1,ENROLLED,2.73
S20180077,2018,LITERATURE,4,2,GRADUATED,3.46
S20210072,2021,ENGINEERING,4,2,WITHDRAWN,2.1
S20250064,2025,SCIENCE,1,1,LEAVE,2.86
S20230077,2023,MEDICAL,3,2,ENROLLED,3.13
S20190077,2019,LITERATURE,4,2,GRADUATED,2.12
S20200068,2020,SCIENCE,4,2,GRADUATED,3.36
S20190078,2019,ENGINEERING,4,1,GRADUATED,2.72
S20180078,2018,ENGINEERING,4,2,GRADUATED,3.37
S20250065,2025,ENGINEERING,1,1,ENROLLED,3.72
S20210073,2021,ENGINEERING,4,1,GRADUATED,3.07
S20200069,2020,MEDICAL,6,1,LEAVE,3.67
S20220070,2022,LITERATURE,4,2,LEAVE,2.53
S20180079,2018,ECONOMICS,4,2,GRADUATED,3.57
S20200070,2020,ECONOMICS,4,2,GRADUATED,3.31
S20230078,2023,ENGINEERING,3,2,ENROLLED,2.8
S20230079,2023,ENGINEERING,3,1,ENROLLED,3.33
S20250066,2025,ECONOMICS,1,2,ENROLLED,3.36
S20220071,2022,ENGINEERING,4,1,ENROLLED,3.38
S20210074,2021,MEDICAL,5,2,ENROLLED,3.67
S20240085,2024,ENGINEERING,2,2,ENROLLED,2.77
S20250067,2025,SCIENCE,1,1,ENROLLED,3.17
S20230080,2023,ECONOMICS,3,1,ENROLLED,2.3
S20250068,2025,ENGINEERING,1,1,ENROLLED,3.12
S20240086,2024,ENGINEERING,2,1,ENROLLED,3.54
S20240087,2024,MEDICAL,2,2,ENROLLED,3.33
S20180080,2018,ENGINEERING,4,2,GRADUATED,3.9
S20230081,2023,LITERATURE,3,2,ENROLLED,2.59
S20210075,2021,LITERATURE,4,2,GRADUATED,2.74
S20220072,2022,ENGINEERING,4,1,ENROLLED,3.32
S20230082,2023,ECONOMICS,3,2,ENROLLED,3.93
S20250069,2025,ECONOMICS,1,2,ENROLLED,2.56
S20250070,2025,LITERATURE,1,2,ENROLLED,2.05
S20200071,2020,ECONOMICS,4,9,GRADUATED,3.79
S20230083,2023,ENGINEERING,3,2,ENROLLED,2.97
S20230084,2023,ENGINEERING,3,1,ENROLLED,2.92
S20200072,2020,SCIENCE,4,2,GRADUATED,2.73
S20180081,2018,MEDICAL,6,1,GRADUATED,3.4
S20180082,2018,ENGINEERING,4,2,GRADUATED,3.23
S20240088,2024,ENGINEERING,2,2,ENROLLED,2.89
S20210076,2021,SCIENCE,4,2,GRADUATED,2.93
S20250071,2025,ECONOMICS,1,1,ENROLLED,3.56
S20210077,2021,ENGINEERING,4,2,GRADUATED,3.04
S20250072,2025,LITERATURE,1,1,ENROLLED,3.15
S20210078,2021,ECONOMICS,4,1,GRADUATED,3.36
S20240089,2024,LITERATURE,2,2,LEAVE,3.18
S20180083,2018,ENGINEERING,4,2,GRADUATED,2.42
S20220073,2022,ENGINEERING,4,1,ENROLLED,3.6
S20240090,2024,LITERATURE,2,2,ENROLLED,3.1
S20250073,2025,LITERATURE,1,2,ENROLLED,2.41
S20240091,2024,ECONOMICS,2,2,ENROLLED,2.72
S20180084,2018,SCIENCE,4,1,GRADUATED,3.82
S20200073,2020,ECONOMICS,4,1,GRADUATED,3.17
S20180085,2018,MEDICAL,6,1,ENROLLED,3.69
S20180086,2018,LITERATURE,4,2,GRADUATED,2.89
S20230085,2023,LITERATURE,3,1,ENROLLED,2.4
S20230086,2023,MEDICAL,3,1,ENROLLED,3.69
S20240092,2024,ENGINEERING,2,2,ENROLLED,2.38
S20240093,2024,ECONOMICS,2,1,ENROLLED,2.89
S20230087,2023,ECONOMICS,3,1,ENROLLED,3.11
S20240094,2024,ENGINEERING,2,1,ENROLLED,2.73
S20180087,2018,LITERATURE,4,2,GRADUATED,2.68
S20190079,2019,ENGINEERING,4,2,GRADUATED,3.0
S20220074,2022,ENGINEERING,4,2,ENROLLED,3.95
S20240095,2024,LITERATURE,2,9,ENROLLED,3.93
S20180088,2018,ENGINEERING,4,1,GRADUATED,2.74
S20220075,2022,ECONOMICS,4,2,ENROLLED,2.99
S20230088,2023,MEDICAL,3,1,ENROLLED,3.52
S20180089,2018,ECONOMICS,4,1,ENROLLED,2.18
S20210079,2021,ENGINEERING,4,2,GRADUATED,2.62
S20250074,2025,ENGINEERING,1,1,ENROLLED,2.67
S20230089,2023,ENGINEERING,3,2,ENROLLED,3.78
S20190080,2019,ENGINEERING,4,2,GRADUATED,1.54
S20240096,2024,MEDICAL,2,2,ENROLLED,3.82
S20200074,2020,LITERATURE,4,1,ENROLLED,2.9
S20240097,2024,ENGINEERING,2,1,ENROLLED,2.45
S20200075,2020,ECONOMICS,4,1,GRADUATED,3.6
S20220076,2022,LITERATURE,4,1,ENROLLED,2.26
S20210080,2021,ENGINEERING,4,2,GRADUATED,3.09
S20200076,2020,ENGINEERING,4,2,GRADUATED,3.25
S20250075,2025,SCIENCE,1,2,LEAVE,3.29
S20190081,2019,ECONOMICS,4,1,GRADUATED,3.06
S20180090,2018,ENGINEERING,4,1,GRADUATED,2.4
S20200077,2020,MEDICAL,6,2,ENROLLED,3.83
S20230090,2023,ECONOMICS,3,2,ENROLLED,2.88
S20240098,2024,ECONOMICS,2,2,ENROLLED,2.85
S20250076,2025,ENGINEERING,1,2,ENROLLED,2.93
S20200078,2020,ENGINEERING,4,1,GRADUATED,2.98
S20210081,2021,ECONOMICS,4,1,ENROLLED,3.26
S20190082,2019,LITERATURE,4,2,ENROLLED,2.94
S20220077,2022,SCIENCE,4,1,ENROLLED,2.75
S20250077,2025,ECONOMICS,1,1,ENROLLED,2.7
S20230091,2023,ENGINEERING,3,2,ENROLLED,3.37
S20220078,2022,ECONOMICS,4,2,ENROLLED,2.09
S20210082,2021,MEDICAL,5,2,ENROLLED,3.7
S20250078,2025,ECONOMICS,1,1,ENROLLED,3.28
S20210083,2021,LITERATURE,4,1,GRADUATED,2.17
S20190083,2019,ECONOMICS,4,2,GRADUATED,3.33
S20200079,2020,SCIENCE,4,1,GRADUATED,3.34
S20180091,2018,ECONOMICS,4,1,GRADUATED,3.01
S20190084,2019,ECONOMICS,4,2,GRADUATED,2.58
S20180092,2018,ECONOMICS,4,1,GRADUATED,3.14
S20210084,2021,ENGINEERING,4,1,GRADUATED,3.87
S20230092,2023,ENGINEERING,3,2,ENROLLED,3.14
S20200080,2020,ENGINEERING,4,2,GRADUATED,2.68
S20210085,2021,SCIENCE,4,1,GRADUATED,3.13
S20250079,2025,SCIENCE,1,2,ENROLLED,3.44
S20240099,2024,SCIENCE,2,2,ENROLLED,3.33
S20220079,2022,LITERATURE,4,2,ENROLLED,2.25
S20200081,2020,ECONOMICS,4,2,GRADUATED,2.44
S20250080,2025,MEDICAL,1,1,ENROLLED,3.52
S20190085,2019,ENGINEERING,4,1,GRADUATED,3.34
S20200082,2020,ECONOMICS,4,1,WITHDRAWN,2.64
S20250081,2025,SCIENCE,1,2,LEAVE,3.03
S20220080,2022,SCIENCE,4,2,ENROLLED,3.84
S20230093,2023,ENGINEERING,3,1,ENROLLED,2.6
S20220081,2022,ECONOMICS,4,2,ENROLLED,2.76
S20230094,2023,MEDICAL,3,2,ENROLLED,3.49
S20200083,2020,ECONOMICS,4,9,GRADUATED,3.48
S20190086,2019,MEDICAL,6,1,WITHDRAWN,3.19
S20200084,2020,MEDICAL,6,2,ENROLLED,3.36
S20190087,2019,LITERATURE,4,1,GRADUATED,2.33
S20240100,2024,SCIENCE,2,2,ENROLLED,2.37
S20200085,2020,LITERATURE,4,1,WITHDRAWN,2.63
S20220082,2022,MEDICAL,4,1,ENROLLED,3.41
S20240101,2024,ENGINEERING,2,2,ENROLLED,2.43
S20240102,2024,LITERATURE,2,2,ENROLLED,3.32
S20210086,2021,ECONOMICS,4,2,GRADUATED,2.94
S20210087,2021,ENGINEERING,4,2,GRADUATED,2.07
S20250082,2025,ECONOMICS,1,1,ENROLLED,2.9
S20230095,2023,LITERATURE,3,2,ENROLLED,3.14
S20240103,2024,MEDICAL,2,1,ENROLLED,3.26
S20250083,2025,ECONOMICS,1,1,ENROLLED,3.98
S20240104,2024,LITERATURE,2,2,ENROLLED,3.11
S20190088,2019,ECONOMICS,4,2,ENROLLED,3.26
S20220083,2022,LITERATURE,4,2,ENROLLED,2.3
S20180093,2018,SCIENCE,4,1,GRADUATED,3.24
S20230096,2023,SCIENCE,3,2,ENROLLED,3.2
S20250084,2025,ECONOMICS,1,2,ENROLLED,3.25
S20220084,2022,ENGINEERING,4,1,ENROLLED,2.17
S20210088,2021,ENGINEERING,4,1,GRADUATED,2.5
S20180094,2018,ECONOMICS,4,1,GRADUATED,2.93
S20250085,2025,SCIENCE,1,2,ENROLLED,3.15
S20180095,2018,LITERATURE,4,2,GRADUATED,2.58
S20180096,2018,ENGINEERING,4,1,GRADUATED,2.36
S20190089,2019,LITERATURE,4,2,GRADUATED,2.99
S20180097,2018,ECONOMICS,4,1,LEAVE,2.83
S20210089,2021,ENGINEERING,4,9,GRADUATED,3.11
S20220085,2022,LITERATURE,4,2,LEAVE,2.54
S20200086,2020,MEDICAL,6,2,ENROLLED,3.73
S20180098,2018,ENGINEERING,4,1,GRADUATED,2.35
S20180099,2018,ECONOMICS,4,1,GRADUATED,2.12
S20210090,2021,ENGINEERING,4,2,WITHDRAWN,1.38
S20180100,2018,ECONOMICS,4,2,GRADUATED,3.54
S20230097,2023,ECONOMICS,3,2,ENROLLED,3.3
S20190090,2019,ECONOMICS,4,2,GRADUATED,3.02
S20200087,2020,ENGINEERING,4,1,GRADUATED,2.43
S20210091,2021,SCIENCE,4,1,GRADUATED,2.42
S20210092,2021,ECONOMICS,4,2,GRADUATED,3.04
S20180101,2018,ENGINEERING,4,2,GRADUATED,2.71
S20180102,2018,ENGINEERING,4,1,GRADUATED,2.65
S20240105,2024,ENGINEERING,2,1,ENROLLED,3.71
S20180103,2018,MEDICAL,6,1,GRADUATED,3.96
S20220086,2022,ECONOMICS,4,1,ENROLLED,3.43
S20210093,2021,SCIENCE,4,2,GRADUATED,3.02
S20200088,2020,ECONOMICS,4,1,GRADUATED,2.4
S20210094,2021,SCIENCE,4,1,GRADUATED,3.85
S20240106,2024,LITERATURE,2,2,ENROLLED,2.71
S20240107,2024,LITERATURE,2,2,ENROLLED,3.07
S20200089,2020,SCIENCE,4,1,GRADUATED,3.37
S20200090,2020,ENGINEERING,4,2,GRADUATED,2.64
S20190091,2019,ECONOMICS,4,1,GRADUATED,2.83
S20210095,2021,ECONOMICS,4,2,GRADUATED,2.59
S20230098,2023,LITERATURE,3,1,ENROLLED,2.68
S20190092,2019,SCIENCE,4,1,GRADUATED,2.82
S20200091,2020,ENGINEERING,4,2,GRADUATED,3.39
S20250086,2025,MEDICAL,1,2,ENROLLED,3.33
S20180104,2018,MEDICAL,6,2,GRADUATED,3.69
S20210096,2021,MEDICAL,5,1,ENROLLED,3.29
S20230099,2023,LITERATURE,3,1,WITHDRAWN,2.96
S20190093,2019,ENGINEERING,4,1,GRADUATED,2.94
S20180105,2018,ENGINEERING,4,1,GRADUATED,2.93
S20190094,2019,ENGINEERING,4,1,GRADUATED,2.53
S20250087,2025,ENGINEERING,1,1,ENROLLED,2.92
S20180106,2018,ENGINEERING,4,1,GRADUATED,2.57
S20190095,2019,MEDICAL,6,2,GRADUATED,3.51
S20180107,2018,ENGINEERING,4,2,GRADUATED,3.04
S20180108,2018,ENGINEERING,4,1,GRADUATED,2.83
S20220087,2022,ECONOMICS,4,1,ENROLLED,3.9
S20190096,2019,SCIENCE,4,1,GRADUATED,2.89
S20220088,2022,ECONOMICS,4,1,LEAVE,3.49
S20220089,2022,SCIENCE,4,1,ENROLLED,2.95
S20240108,2024,ECONOMICS,2,1,ENROLLED,2.11
S20180109,2018,SCIENCE,4,2,GRADUATED,3.36
S20240109,2024,SCIENCE,2,2,ENROLLED,3.8
S20220090,2022,ECONOMICS,4,1,ENROLLED,2.42
S20190097,2019,LITERATURE,4,2,GRADUATED,3.65
S20240110,2024,LITERATURE,2,2,ENROLLED,2.76
S20240111,2024,LITERATURE,2,2,ENROLLED,3.44
S20200092,2020,ENGINEERING,4,2,LEAVE,2.48
S20250088,2025,ECONOMICS,1,2,WITHDRAWN,3.04
S20210097,2021,ENGINEERING,4,1,GRADUATED,3.45
S20220091,2022,ENGINEERING,4,1,ENROLLED,3.16
S20250089,2025,ENGINEERING,1,2,WITHDRAWN,2.73
S20200093,2020,ECONOMICS,4,1,WITHDRAWN,2.89
S20240112,2024,LITERATURE,2,1,ENROLLED,3.13
S20200094,2020,ECONOMICS,4,1,GRADUATED,2.5
S20240113,2024,ECONOMICS,2,2,LEAVE,3.98
S20220092,2022,ENGINEERING,4,1,ENROLLED,3.02
S20190098,2019,ECONOMICS,4,1,GRADUATED,3.24
S20210098,2021,LITERATURE,4,2,GRADUATED,2.12
S20200095,2020,ENGINEERING,4,2,GRADUATED,2.91
S20180110,2018,ECONOMICS,4,1,ENROLLED,3.31
S20180111,2018,MEDICAL,6,2,GRADUATED,3.39
S20200096,2020,ENGINEERING,4,1,ENROLLED,2.52
S20180112,2018,SCIENCE,4,2,GRADUATED,3.67
S20190099,2019,ENGINEERING,4,2,WITHDRAWN,2.99
S20230100,2023,SCIENCE,3,1,ENROLLED,3.41
S20230101,2023,SCIENCE,3,1,ENROLLED,2.6
S20230102,2023,SCIENCE,3,1,ENROLLED,2.6
S20200097,2020,SCIENCE,4,2,ENROLLED,3.44
S20250090,2025,ENGINEERING,1,2,ENROLLED,2.64
S20220093,2022,ECONOMICS,4,1,LEAVE,2.79
S20190100,2019,SCIENCE,4,1,GRADUATED,2.59
S20190101,2019,ECONOMICS,4,2,GRADUATED,3.43
S20230103,2023,ENGINEERING,3,2,ENROLLED,2.48
S20190102,2019,LITERATURE,4,1,GRADUATED,2.3
S20220094,2022,LITERATURE,4,2,ENROLLED,2.43
S20250091,2025,ENGINEERING,1,1,ENROLLED,2.14
S20180113,2018,ENGINEERING,4,1,GRADUATED,2.77
S20180114,2018,LITERATURE,4,2,ENROLLED,2.42
S20250092,2025,ECONOMICS,1,1,ENROLLED,2.93
S20220095,2022,ENGINEERING,4,1,ENROLLED,3.23
S20190103,2019,ECONOMICS,4,2,GRADUATED,2.97
S20250093,2025,SCIENCE,1,2,ENROLLED,3.1
S20250094,2025,ECONOMICS,1,2,ENROLLED,3.37
S20220096,2022,LITERATURE,4,2,ENROLLED,2.8
S20220097,2022,LITERATURE,4,2,ENROLLED,3.16
S20200098,2020,SCIENCE,4,2,GRADUATED,3.34
S20180115,2018,MEDICAL,6,2,GRADUATED,3.78
S20220098,2022,LITERATURE,4,1,ENROLLED,3.48
S20200099,2020,SCIENCE,4,2,GRADUATED,2.69
S20230104,2023,SCIENCE,3,2,ENROLLED,2.74
S20240114,2024,ECONOMICS,2,2,ENROLLED,2.37
S20180116,2018,ENGINEERING,4,2,ENROLLED,2.6
S20220099,2022,SCIENCE,4,1,ENROLLED,3.16
S20190104,2019,LITERATURE,4,1,GRADUATED,3.0
S20240115,2024,MEDICAL,2,2,ENROLLED,3.4
S20200100,2020,LITERATURE,4,2,GRADUATED,2.63
S20220100,2022,LITERATURE,4,2,ENROLLED,1.81
S20220101,2022,MEDICAL,4,2,ENROLLED,3.9
S20210099,2021,LITERATURE,4,2,ENROLLED,2.89
S20230105,2023,ENGINEERING,3,1,ENROLLED,3.03
S20230106,2023,ENGINEERING,3,1,ENROLLED,3.39
S20220102,2022,ENGINEERING,4,1,ENROLLED,3.6
S20240116,2024,ENGINEERING,2,1,ENROLLED,3.35
S20250095,2025,LITERATURE,1,1,ENROLLED,2.86
S20210100,2021,ECONOMICS,4,1,GRADUATED,3.82
S20220103,2022,ECONOMICS,4,2,ENROLLED,3.18
S20180117,2018,ENGINEERING,4,1,GRADUATED,3.88
S20240117,2024,SCIENCE,2,2,ENROLLED,3.43
S20220104,2022,ENGINEERING,4,1,ENROLLED,2.56
S20210101,2021,MEDICAL,5,2,ENROLLED,3.53
S20180118,2018,ENGINEERING,4,1,GRADUATED,1.67
S20250096,2025,SCIENCE,1,2,ENROLLED,3.68
S20210102,2021,LITERATURE,4,1,GRADUATED,2.94
S20230107,2023,SCIENCE,3,2,ENROLLED,3.47
S20190105,2019,LITERATURE,4,1,GRADUATED,3.9
S20250097,2025,ECONOMICS,1,1,ENROLLED,3.68
S20190106,2019,ENGINEERING,4,2,WITHDRAWN,2.73
S20190107,2019,MEDICAL,6,2,GRADUATED,3.41
S20240118,2024,SCIENCE,2,2,LEAVE,3.23
S20250098,2025,ECONOMICS,1,1,ENROLLED,2.62
S20190108,2019,ECONOMICS,4,2,ENROLLED,2.68
S20210103,2021,MEDICAL,5,2,ENROLLED,3.22
S20230108,2023,ENGINEERING,3,1,ENROLLED,3.23
S20250099,2025,ENGINEERING,1,1,ENROLLED,3.03
S20210104,2021,ENGINEERING,4,2,WITHDRAWN,3.09
S20220105,2022,ENGINEERING,4,2,ENROLLED,3.61
S20230109,2023,SCIENCE,3,2,ENROLLED,2.86
S20230110,2023,MEDICAL,3,1,ENROLLED,3.68
S20240119,2024,MEDICAL,2,1,ENROLLED,3.87
S20220106,2022,SCIENCE,4,9,ENROLLED,2.72
S20180119,2018,SCIENCE,4,1,WITHDRAWN,2.97
S20250100,2025,ECONOMICS,1,1,ENROLLED,2.58
S20240120,2024,MEDICAL,2,2,ENROLLED,3.68
S20240121,2024,ENGINEERING,2,1,ENROLLED,3.14
S20180120,2018,SCIENCE,4,2,GRADUATED,3.38
S20190109,2019,ECONOMICS,4,1,GRADUATED,3.21
S20230111,2023,LITERATURE,3,1,ENROLLED,3.47
S20180121,2018,LITERATURE,4,1,GRADUATED,3.24
S20250101,2025,MEDICAL,1,1,ENROLLED,3.31
S20210105,2021,MEDICAL,5,1,ENROLLED,3.41
S20230112,2023,MEDICAL,3,1,ENROLLED,3.51
S20250102,2025,ECONOMICS,1,1,ENROLLED,3.13
S20210106,2021,ENGINEERING,4,2,GRADUATED,3.35
S20200101,2020,LITERATURE,4,2,GRADUATED,2.37
S20220107,2022,SCIENCE,4,2,ENROLLED,3.35
S20220108,2022,SCIENCE,4,1,ENROLLED,2.26
S20210107,2021,SCIENCE,4,2,GRADUATED,2.85
S20220109,2022,SCIENCE,4,1,ENROLLED,3.74
S20250103,2025,LITERATURE,1,2,ENROLLED,2.59
S20210108,2021,ECONOMICS,4,1,GRADUATED,2.89
S20190110,2019,LITERATURE,4,1,GRADUATED,2.8
S20210109,2021,LITERATURE,4,1,GRADUATED,2.46
S20210110,2021,ENGINEERING,4,2,GRADUATED,2.48
S20190111,2019,ENGINEERING,4,2,GRADUATED,2.4
S20190112,2019,ECONOMICS,4,1,GRADUATED,2.64
S20230113,2023,LITERATURE,3,1,ENROLLED,3.1
S20200102,2020,ENGINEERING,4,2,GRADUATED,3.76
S20250104,2025,ECONOMICS,1,2,ENROLLED,2.53
S20190113,2019,SCIENCE,4,2,WITHDRAWN,3.24
S20180122,2018,ENGINEERING,4,2,WITHDRAWN,3.0
S20240122,2024,LITERATURE,2,2,ENROLLED,3.03
S20250105,2025,ENGINEERING,1,1,ENROLLED,2.64
S20200103,2020,SCIENCE,4,1,GRADUATED,2.56
S20190114,2019,ENGINEERING,4,1,GRADUATED,2.64
S20190115,2019,ENGINEERING,4,2,GRADUATED,2.63
S20220110,2022,ENGINEERING,4,9,ENROLLED,2.6
S20210111,2021,SCIENCE,4,1,GRADUATED,3.83
S20200104,2020,ENGINEERING,4,1,GRADUATED,2.31
S20180123,2018,ECONOMICS,4,2,GRADUATED,3.08
S20210112,2021,ENGINEERING,4,1,WITHDRAWN,2.2
S20250106,2025,SCIENCE,1,2,ENROLLED,3.19
S20230114,2023,LITERATURE,3,1,LEAVE,2.31
S20210113,2021,LITERATURE,4,2,ENROLLED,3.45
S20180124,2018,ENGINEERING,4,2,WITHDRAWN,2.85
S20200105,2020,ECONOMICS,4,1,GRADUATED,2.89
S20200106,2020,ECONOMICS,4,2,GRADUATED,2.79
S20240123,2024,ENGINEERING,2,1,LEAVE,2.65
S20250107,2025,ENGINEERING,1,2,ENROLLED,3.5
