enrollment_id,student_id,course_code,academic_year,final_grade,attendance_rate
E0000005432,S20190002,C0072,2019,A,83.8
E0000005433,S20190002,C0082,2019,C,78.7
E0000005434,S20190002,C0097,2019,C,64.5
E0000005435,S20190002,C0101,2019,D,64.7
E0000005436,S20190002,C0123,2019,C,72.7
E0000005437,S20190002,C0127,2019,A,84.4
E0000005438,S20190002,C0143,2019,B,95.7
E0000005439,S20190002,C0145,2019,S,95.8
E0000005440,S20190002,C0174,2019,A,82.9
E0000005441,S20190002,C0179,2019,C,59.6
E0000005442,S20190002,C0185,2019,B,67.8
E0000005443,S20190002,C0198,2019,C,65.3
E0000005444,S20190002,C0008,2020,A,95.1
E0000005445,S20190002,C0029,2020,C,60.1
E0000005446,S20190002,C0038,2020,B,82.9
E0000005447,S20190002,C0048,2020,C,66.5
E0000005448,S20190002,C0072,2020,W,12.6
E0000005449,S20190002,C0105,2020,S,96.6
E0000005450,S20190002,C0127,2020,B,67.4
E0000005451,S20190002,C0129,2020,B,77.3
E0000005452,S20190002,C0146,2020,C,75.7
E0000005453,S20190002,C0157,2020,B,83.8
E0000005454,S20190002,C0162,2020,A,98.0
E0000005455,S20190002,C0166,2020,C,75.7
E0000005456,S20190002,C0188,2020,B,71.6
E0000005457,S20190002,C0006,2021,A,86.7
E0000005458,S20190002,C0011,2021,B,90.3
E0000005459,S20190002,C0012,2021,S,98.1
E0000005460,S20190002,C0016,2021,B,86.0
E0000005461,S20190002,C0025,2021,B,96.3
E0000005462,S20190002,C0033,2021,A,89.4
E0000005463,S20190002,C0039,2021,C,73.9
E0000005464,S20190002,C0053,2021,A,89.4
E0000005465,S20190002,C0058,2021,A,82.7
E0000005466,S20190002,C0068,2021,B,64.7
E0000005467,S20190002,C0090,2021,B,81.2
E0000005468,S20190002,C0102,2021,C,62.8
E0000005469,S20190002,C0104,2021,W,28.5
E0000005470,S20190002,C0120,2021,B,75.3
E0000005471,S20190002,C0145,2021,B,61.3
E0000005472,S20190002,C0154,2021,D,57.4
E0000005473,S20190002,C0183,2021,B,63.9
E0000005474,S20190002,C0198,2021,C,50.5
E0000005475,S20190002,C0200,2021,S,95.3
E0000005476,S20190002,C0008,2022,C,68.3
E0000005477,S20190002,C0016,2022,C,51.2
E0000005478,S20190002,C0031,2022,A,83.1
E0000005479,S20190002,C0042,2022,D,65.2
E0000005480,S20190002,C0052,2022,S,98.6
E0000005481,S20190002,C0081,2022,S,98.7
E0000005482,S20190002,C0115,2022,D,58.8
E0000005483,S20190002,C0149,2022,W,24.3
E0000005484,S20190002,C0171,2022,C,69.6
E0000005485,S20190002,C0176,2022,S,94.8
E0000005486,S20190003,C0007,2019,S,94.5
E0000005487,S20190003,C0056,2019,C,74.9
E0000005488,S20190003,C0079,2019,S,97.4
E0000005489,S20190003,C0099,2019,B,71.2
E0000005490,S20190003,C0113,2019,C,67.9
E0000005491,S20190003,C0121,2019,B,65.4
E0000005492,S20190003,C0138,2019,D,76.1
E0000005493,S20190003,C0147,2019,D,57.2
E0000005494,S20190003,C0009,2020,W,2.0
E0000005495,S20190003,C0064,2020,D,62.5
E0000005496,S20190003,C0077,2020,B,60.5
E0000005497,S20190003,C0096,2020,A,82.1
E0000005498,S20190003,C0099,2020,D,74.5
E0000005499,S20190003,C0132,2020,C,59.5
E0000005500,S20190003,C0136,2020,D,59.4
E0000005501,S20190003,C0137,2020,A,95.3
E0000005502,S20190003,C0142,2020,C,86.7
E0000005503,S20190003,C0167,2020,A,81.7
E0000005504,S20190003,C0186,2020,D,78.8
E0000005505,S20190003,C0193,2020,B,69.0
E0000005506,S20190003,C0004,2021,F,33.0
E0000005507,S20190003,C0027,2021,S,96.0
E0000005508,S20190003,C0035,2021,B,72.3
E0000005509,S20190003,C0186,2021,D,64.7
E0000005510,S20190003,C0065,2022,B,80.8
E0000005511,S20190003,C0078,2022,A,95.1
E0000005512,S20190003,C0101,2022,C,78.0
E0000005513,S20190003,C0136,2022,A,94.3
E0000005514,S20190003,C0144,2022,C,74.5
E0000005515,S20190003,C0145,2022,A,87.7
E0000005516,S20190003,C0161,2022,W,28.0
E0000005517,S20190003,C0163,2022,B,82.5
E0000005518,S20190003,C0197,2022,B,63.3
E0000005519,S20190004,C0022,2019,A,98.0
E0000005520,S20190004,C0036,2019,S,98.3
E0000005521,S20190004,C0132,2019,A,80.6
E0000005522,S20190004,C0144,2019,C,60.8
E0000005523,S20190004,C0154,2019,C,75.7
E0000005524,S20190004,C0181,2019,A,91.4
E0000005525,S20190004,C0186,2019,B,62.7
E0000005526,S20190004,C0055,2020,C,60.7
E0000005527,S20190004,C0069,2020,S,95.5
E0000005528,S20190004,C0077,2020,W,21.9
E0000005529,S20190004,C0083,2020,W,23.4
E0000005530,S20190004,C0114,2020,B,75.6
E0000005531,S20190004,C0193,2020,W,25.1
E0000005532,S20190004,C0196,2020,S,94.2
E0000005533,S20190004,C0024,2021,F,43.6
E0000005534,S20190004,C0027,2021,C,74.6
E0000005535,S20190004,C0079,2021,C,55.6
E0000005536,S20190004,C0083,2021,B,88.0
E0000005537,S20190004,C0087,2021,A,91.9
E0000005538,S20190004,C0121,2021,A,83.6
E0000005539,S20190004,C0173,2021,W,11.2
E0000005540,S20190004,C0011,2022,B,84.0
E0000005541,S20190004,C0054,2022,F,47.3
E0000005542,S20190004,C0077,2022,C,70.3
E0000005543,S20190004,C0144,2022,B,60.4
E0000005544,S20190004,C0163,2022,S,90.2
E0000005545,S20190004,C0190,2022,W,20.8
E0000005546,S20190005,C0023,2019,A,87.4
E0000005547,S20190005,C0032,2019,D,58.4
E0000005548,S20190005,C0044,2019,B,60.7
E0000005549,S20190005,C0048,2019,S,92.8
E0000005550,S20190005,C0063,2019,B,76.8
E0000005551,S20190005,C0068,2019,F,31.6
E0000005552,S20190005,C0084,2019,B,69.5
E0000005553,S20190005,C0108,2019,W,25.9
E0000005554,S20190005,C0144,2019,C,63.7
E0000005555,S20190005,C0151,2019,W,25.7
E0000005556,S20190005,C0163,2019,B,69.5
E0000005557,S20190005,C0165,2019,D,46.4
E0000005558,S20190005,C0172,2019,C,56.0
E0000005559,S20190005,C0174,2019,C,73.5
E0000005560,S20190005,C0183,2019,C,63.5
E0000005561,S20190005,C0186,2019,D,65.5
E0000005562,S20190005,C0189,2019,A,94.0
E0000005563,S20190005,C0012,2020,B,91.0
E0000005564,S20190005,C0021,2020,B,86.2
E0000005565,S20190005,C0028,2020,W,28.3
E0000005566,S20190005,C0035,2020,C,63.2
E0000005567,S20190005,C0082,2020,C,79.6
E0000005568,S20190005,C0084,2020,A,84.3
E0000005569,S20190005,C0098,2020,C,65.0
E0000005570,S20190005,C0122,2020,F,45.4
E0000005571,S20190005,C0193,2020,C,67.3
E0000005572,S20190005,C0194,2020,B,84.1
E0000005573,S20190005,C0004,2021,D,59.5
E0000005574,S20190005,C0009,2021,C,69.1
E0000005575,S20190005,C0032,2021,C,81.3
E0000005576,S20190005,C0047,2021,S,96.6
E0000005577,S20190005,C0049,2021,C,62.4
E0000005578,S20190005,C0054,2021,B,71.7
E0000005579,S20190005,C0064,2021,A,87.4
E0000005580,S20190005,C0080,2021,D,43.2
E0000005581,S20190005,C0149,2021,A,90.1
E0000005582,S20190005,C0156,2021,B,84.3
E0000005583,S20190005,C0176,2021,F,42.3
E0000005584,S20190005,C0184,2021,F,33.4
E0000005585,S20190005,C0200,2021,C,66.1
E0000005586,S20190005,C0003,2022,S,92.4
E0000005587,S20190005,C0044,2022,B,86.8
E0000005588,S20190005,C0063,2022,B,71.7
E0000005589,S20190005,C0103,2022,W,26.0
E0000005590,S20190005,C0110,2022,C,88.4
E0000005591,S20190005,C0118,2022,C,60.7
E0000005592,S20190005,C0119,2022,A,87.2
E0000005593,S20190005,C0147,2022,C,73.4
E0000005594,S20190005,C0154,2022,A,91.4
E0000005595,S20190005,C0195,2022,F,45.0
E0000005596,S20190006,C0052,2019,C,58.6
E0000005597,S20190006,C0103,2019,B,62.7
E0000005598,S20190006,C0139,2019,C,70.7
E0000005599,S20190006,C0172,2019,A,81.0
E0000005600,S20190006,C0178,2019,A,93.2
E0000005601,S20190006,C0048,2020,W,11.6
E0000005602,S20190006,C0051,2020,W,14.2
E0000005603,S20190006,C0068,2020,A,84.4
E0000005604,S20190006,C0114,2020,S,93.0
E0000005605,S20190006,C0157,2020,A,87.1
E0000005606,S20190006,C0003,2021,B,83.2
E0000005607,S20190006,C0012,2021,B,69.5
E0000005608,S20190006,C0021,2021,F,31.1
E0000005609,S20190006,C0035,2021,B,77.7
E0000005610,S20190006,C0048,2021,S,95.7
E0000005611,S20190006,C0072,2021,B,90.9
E0000005612,S20190006,C0088,2021,A,93.2
E0000005613,S20190006,C0129,2021,B,94.9
E0000005614,S20190006,C0138,2021,C,71.8
E0000005615,S20190006,C0164,2021,C,73.0
E0000005616,S20190006,C0178,2021,A,88.5
E0000005617,S20190006,C0183,2021,F,43.3
E0000005618,S20190006,C0024,2022,C,78.2
E0000005619,S20190006,C0049,2022,C,79.2
E0000005620,S20190006,C0064,2022,C,75.8
E0000005621,S20190006,C0086,2022,B,72.4
E0000005622,S20190006,C0100,2022,B,60.2
E0000005623,S20190006,C0104,2022,D,49.3
E0000005624,S20190006,C0112,2022,C,76.0
E0000005625,S20190006,C0123,2022,D,77.1
E0000005626,S20190006,C0139,2022,A,98.9
E0000005627,S20190006,C0161,2022,D,71.1
E0000005628,S20190006,C0190,2022,C,76.7
E0000005629,S20190007,C0005,2019,B,68.0
E0000005630,S20190007,C0012,2019,D,42.1
E0000005631,S20190007,C0077,2019,C,50.2
E0000005632,S20190007,C0082,2019,W,26.4
E0000005633,S20190007,C0114,2019,D,61.7
E0000005634,S20190007,C0120,2019,W,25.9
E0000005635,S20190007,C0128,2019,D,60.8
E0000005636,S20190007,C0145,2019,S,93.3
E0000005637,S20190007,C0150,2019,S,96.3
E0000005638,S20190007,C0151,2019,B,86.1
E0000005639,S20190007,C0175,2019,F,46.3
E0000005640,S20190007,C0007,2020,B,71.0
E0000005641,S20190007,C0021,2020,A,84.2
E0000005642,S20190007,C0023,2020,B,82.0
E0000005643,S20190007,C0045,2020,B,65.1
E0000005644,S20190007,C0048,2020,C,86.6
E0000005645,S20190007,C0057,2020,C,82.3
E0000005646,S20190007,C0087,2020,B,75.3
E0000005647,S20190007,C0093,2020,D,78.1
E0000005648,S20190007,C0163,2020,B,68.2
E0000005649,S20190007,C0165,2020,A,87.0
E0000005650,S20190007,C0012,2021,B,62.6
E0000005651,S20190007,C0028,2021,C,63.8
E0000005652,S20190007,C0055,2021,A,94.8
E0000005653,S20190007,C0062,2021,C,89.2
E0000005654,S20190007,C0079,2021,A,96.5
E0000005655,S20190007,C0111,2021,B,77.0
E0000005656,S20190007,C0114,2021,B,60.8
E0000005657,S20190007,C0129,2021,C,76.6
E0000005658,S20190007,C0189,2021,C,69.3
E0000005659,S20190007,C0196,2021,B,80.3
E0000005660,S20190007,C0044,2022,A,95.6
E0000005661,S20190007,C0060,2022,C,53.6
E0000005662,S20190007,C0130,2022,B,66.5
E0000005663,S20190007,C0133,2022,C,61.3
E0000005664,S20190007,C0179,2022,B,77.9
E0000005665,S20190008,C0012,2019,B,98.3
E0000005666,S20190008,C0056,2019,B,89.9
E0000005667,S20190008,C0078,2019,C,71.9
E0000005668,S20190008,C0130,2019,B,86.0
E0000005669,S20190008,C0142,2019,W,15.8
E0000005670,S20190008,C0147,2019,C,72.3
E0000005671,S20190008,C0172,2019,A,89.6
E0000005672,S20190008,C0180,2019,B,81.5
E0000005673,S20190008,C0033,2020,C,78.7
E0000005674,S20190008,C0114,2020,A,99.8
E0000005675,S20190008,C0151,2020,F,49.7
E0000005676,S20190008,C0154,2020,B,61.7
E0000005677,S20190008,C0169,2020,B,79.6
E0000005678,S20190008,C0173,2020,D,56.5
E0000005679,S20190008,C0002,2021,B,68.6
E0000005680,S20190008,C0031,2021,B,81.9
E0000005681,S20190008,C0108,2021,C,76.2
E0000005682,S20190008,C0130,2021,D,74.0
E0000005683,S20190008,C0162,2021,C,70.6
E0000005684,S20190008,C0036,2022,F,46.9
E0000005685,S20190008,C0112,2022,B,84.2
E0000005686,S20190008,C0139,2022,B,61.8
E0000005687,S20190008,C0161,2022,C,60.8
E0000005688,S20190008,C0173,2022,B,76.9
E0000005689,S20190008,C0183,2022,A,86.5
E0000005690,S20190008,C0187,2022,C,77.1
E0000005691,S20190008,C0188,2022,C,84.6
E0000005692,S20190008,C0194,2022,D,75.2
E0000005693,S20190009,C0006,2019,A,92.5
E0000005694,S20190009,C0012,2019,C,79.8
E0000005695,S20190009,C0029,2019,C,86.3
E0000005696,S20190009,C0056,2019,A,80.2
E0000005697,S20190009,C0064,2019,S,91.8
E0000005698,S20190009,C0078,2019,C,84.2
E0000005699,S20190009,C0108,2019,B,78.1
E0000005700,S20190009,C0120,2019,S,98.4
E0000005701,S20190009,C0121,2019,B,86.3
E0000005702,S20190009,C0151,2019,B,76.8
E0000005703,S20190009,C0165,2019,F,24.8
E0000005704,S20190009,C0169,2019,A,97.2
E0000005705,S20190009,C0174,2019,C,88.0
E0000005706,S20190009,C0175,2019,A,91.2
E0000005707,S20190009,C0183,2019,B,64.5
E0000005708,S20190009,C0194,2019,W,17.0
E0000005709,S20190009,C0002,2020,D,52.9
E0000005710,S20190009,C0050,2020,A,89.8
E0000005711,S20190009,C0058,2020,D,53.7
E0000005712,S20190009,C0060,2020,A,89.7
E0000005713,S20190009,C0063,2020,B,77.9
E0000005714,S20190009,C0078,2020,S,91.0
E0000005715,S20190009,C0083,2020,A,80.2
E0000005716,S20190009,C0097,2020,S,93.9
E0000005717,S20190009,C0138,2020,A,83.6
E0000005718,S20190009,C0154,2020,B,83.5
E0000005719,S20190009,C0163,2020,C,69.7
E0000005720,S20190009,C0193,2020,W,19.3
E0000005721,S20190009,C0001,2021,S,98.9
E0000005722,S20190009,C0064,2021,B,96.7
E0000005723,S20190009,C0076,2021,S,97.0
E0000005724,S20190009,C0085,2021,F,38.5
E0000005725,S20190009,C0098,2021,S,90.7
E0000005726,S20190009,C0118,2021,B,81.7
E0000005727,S20190009,C0122,2021,B,82.3
E0000005728,S20190009,C0147,2021,A,85.4
E0000005729,S20190009,C0176,2021,B,85.7
E0000005730,S20190009,C0196,2021,B,80.1
E0000005731,S20190009,C0037,2022,C,84.4
E0000005732,S20190009,C0080,2022,A,88.8
E0000005733,S20190009,C0090,2022,B,85.9
E0000005734,S20190009,C0171,2022,C,82.5
E0000005735,S20190009,C0189,2022,S,92.4
E0000005736,S20190010,C0026,2019,S,95.3
E0000005737,S20190010,C0042,2019,C,77.6
E0000005738,S20190010,C0045,2019,B,85.0
E0000005739,S20190010,C0147,2019,C,69.9
E0000005740,S20190010,C0166,2019,B,81.4
E0000005741,S20190010,C0182,2019,F,39.0
E0000005742,S20190010,C0183,2019,B,67.3
E0000005743,S20190010,C0026,2020,B,91.5
E0000005744,S20190010,C0052,2020,W,29.7
E0000005745,S20190010,C0078,2020,S,97.6
E0000005746,S20190010,C0091,2020,F,38.4
E0000005747,S20190010,C0097,2020,B,89.5
E0000005748,S20190010,C0122,2020,B,85.1
E0000005749,S20190010,C0123,2020,A,95.5
E0000005750,S20190010,C0146,2020,A,85.1
E0000005751,S20190010,C0163,2020,S,95.7
E0000005752,S20190010,C0197,2020,A,85.3
E0000005753,S20190010,C0028,2021,B,81.1
E0000005754,S20190010,C0038,2021,S,90.2
E0000005755,S20190010,C0063,2021,S,93.2
E0000005756,S20190010,C0079,2021,A,83.6
E0000005757,S20190010,C0082,2021,W,25.6
E0000005758,S20190010,C0085,2021,B,74.6
E0000005759,S20190010,C0101,2021,A,98.5
E0000005760,S20190010,C0118,2021,B,71.9
E0000005761,S20190010,C0120,2021,C,62.2
E0000005762,S20190010,C0172,2021,B,84.9
E0000005763,S20190010,C0198,2021,D,55.6
E0000005764,S20190010,C0014,2022,A,80.2
E0000005765,S20190010,C0085,2022,C,82.7
E0000005766,S20190010,C0086,2022,C,60.8
E0000005767,S20190010,C0110,2022,C,82.2
E0000005768,S20190010,C0112,2022,W,1.1
E0000005769,S20190010,C0131,2022,B,75.3
E0000005770,S20190010,C0138,2022,F,44.3
E0000005771,S20190010,C0151,2022,A,97.6
E0000005772,S20190010,C0199,2022,A,81.2
E0000005773,S20190011,C0005,2019,D,47.1
E0000005774,S20190011,C0039,2019,C,55.6
E0000005775,S20190011,C0069,2019,A,84.3
E0000005776,S20190011,C0103,2019,B,81.4
E0000005777,S20190011,C0120,2019,S,93.5
E0000005778,S20190011,C0148,2019,A,94.2
E0000005779,S20190011,C0162,2019,A,91.5
E0000005780,S20190011,C0175,2019,S,94.3
E0000005781,S20190011,C0176,2019,C,70.6
E0000005782,S20190011,C0006,2020,B,60.5
E0000005783,S20190011,C0007,2020,F,46.7
E0000005784,S20190011,C0026,2020,B,77.4
E0000005785,S20190011,C0029,2020,B,84.8
E0000005786,S20190011,C0056,2020,C,52.2
E0000005787,S20190011,C0084,2020,B,64.7
E0000005788,S20190011,C0113,2020,B,87.9
E0000005789,S20190011,C0130,2020,A,83.1
E0000005790,S20190011,C0152,2020,F,30.8
E0000005791,S20190011,C0157,2020,S,99.4
E0000005792,S20190011,C0165,2020,C,51.4
E0000005793,S20190011,C0037,2021,W,24.5
E0000005794,S20190011,C0041,2021,A,83.3
E0000005795,S20190011,C0068,2021,C,64.5
E0000005796,S20190011,C0071,2021,D,53.6
E0000005797,S20190011,C0157,2021,F,40.1
E0000005798,S20190011,C0185,2021,B,67.5
E0000005799,S20190011,C0192,2021,A,86.4
E0000005800,S20190011,C0046,2022,W,12.1
E0000005801,S20190011,C0075,2022,C,65.4
E0000005802,S20190011,C0081,2022,C,84.4
E0000005803,S20190011,C0088,2022,B,84.1
E0000005804,S20190011,C0101,2022,S,92.1
E0000005805,S20190011,C0125,2022,B,87.3
E0000005806,S20190011,C0164,2022,D,51.0
E0000005807,S20190012,C0007,2019,D,79.2
E0000005808,S20190012,C0020,2019,B,84.2
E0000005809,S20190012,C0064,2019,S,98.7
E0000005810,S20190012,C0070,2019,B,82.7
E0000005811,S20190012,C0114,2019,A,89.0
E0000005812,S20190012,C0121,2019,D,78.4
E0000005813,S20190012,C0128,2019,A,80.5
E0000005814,S20190012,C0134,2019,C,63.0
E0000005815,S20190012,C0138,2019,D,43.0
E0000005816,S20190012,C0151,2019,B,80.5
E0000005817,S20190012,C0153,2019,C,85.4
E0000005818,S20190012,C0166,2019,D,69.5
E0000005819,S20190012,C0182,2019,C,79.1
E0000005820,S20190012,C0005,2020,C,60.5
E0000005821,S20190012,C0007,2020,C,77.7
E0000005822,S20190012,C0026,2020,B,74.7
E0000005823,S20190012,C0030,2020,C,73.3
E0000005824,S20190012,C0043,2020,D,74.2
E0000005825,S20190012,C0060,2020,C,52.4
E0000005826,S20190012,C0083,2020,S,90.4
E0000005827,S20190012,C0089,2020,S,95.3
E0000005828,S20190012,C0097,2020,B,69.0
E0000005829,S20190012,C0100,2020,B,68.0
E0000005830,S20190012,C0101,2020,B,72.5
E0000005831,S20190012,C0107,2020,B,83.6
E0000005832,S20190012,C0121,2020,C,52.8
E0000005833,S20190012,C0140,2020,S,91.5
E0000005834,S20190012,C0150,2020,B,67.4
E0000005835,S20190012,C0151,2020,W,23.1
E0000005836,S20190012,C0169,2020,D,77.8
E0000005837,S20190012,C0174,2020,B,84.0
E0000005838,S20190012,C0175,2020,F,33.7
E0000005839,S20190012,C0183,2020,C,57.0
E0000005840,S20190012,C0194,2020,D,75.0
E0000005841,S20190012,C0061,2021,F,37.1
E0000005842,S20190012,C0092,2021,C,61.4
E0000005843,S20190012,C0098,2021,C,78.0
E0000005844,S20190012,C0140,2021,C,50.9
E0000005845,S20190012,C0142,2021,W,22.4
E0000005846,S20190012,C0153,2021,B,82.1
E0000005847,S20190012,C0156,2021,W,26.2
E0000005848,S20190012,C0173,2021,B,77.4
E0000005849,S20190012,C0198,2021,B,83.0
E0000005850,S20190012,C0011,2022,C,87.2
E0000005851,S20190012,C0025,2022,B,69.1
E0000005852,S20190012,C0030,2022,S,91.3
E0000005853,S20190012,C0061,2022,B,76.8
E0000005854,S20190012,C0074,2022,S,97.5
E0000005855,S20190012,C0090,2022,C,66.7
E0000005856,S20190012,C0105,2022,W,22.0
E0000005857,S20190012,C0122,2022,D,57.6
E0000005858,S20190012,C0170,2022,B,73.3
E0000005859,S20190012,C0021,2023,F,33.7
E0000005860,S20190012,C0053,2023,A,80.2
E0000005861,S20190012,C0074,2023,B,74.4
E0000005862,S20190012,C0075,2023,W,27.9
E0000005863,S20190012,C0106,2023,B,77.9
E0000005864,S20190012,C0145,2023,D,68.5
E0000005865,S20190012,C0176,2023,A,94.8
E0000005866,S20190012,C0198,2023,B,87.6
E0000005867,S20190012,C0026,2024,W,20.1
E0000005868,S20190012,C0040,2024,B,69.3
E0000005869,S20190012,C0063,2024,A,88.0
E0000005870,S20190012,C0072,2024,A,81.4
E0000005871,S20190012,C0074,2024,C,82.9
E0000005872,S20190012,C0110,2024,B,80.8
E0000005873,S20190012,C0113,2024,D,55.2
E0000005874,S20190012,C0133,2024,A,91.4
E0000005875,S20190012,C0134,2024,B,95.1
E0000005876,S20190012,C0147,2024,A,88.5
E0000005877,S20190013,C0056,2019,C,63.3
E0000005878,S20190013,C0078,2019,B,80.1
E0000005879,S20190013,C0084,2019,S,97.9
E0000005880,S20190013,C0113,2019,C,72.1
E0000005881,S20190013,C0136,2019,C,70.7
E0000005882,S20190013,C0138,2019,C,79.9
E0000005883,S20190013,C0151,2019,C,77.9
E0000005884,S20190013,C0154,2019,B,82.2
E0000005885,S20190013,C0183,2019,A,87.5
E0000005886,S20190013,C0192,2019,B,89.9
E0000005887,S20190013,C0193,2019,C,64.3
E0000005888,S20190013,C0194,2019,F,13.5
E0000005889,S20190013,C0200,2019,F,35.8
E0000005890,S20190013,C0015,2020,A,85.6
E0000005891,S20190013,C0016,2020,C,77.3
E0000005892,S20190013,C0022,2020,D,67.6
E0000005893,S20190013,C0033,2020,A,83.4
E0000005894,S20190013,C0046,2020,A,91.1
E0000005895,S20190013,C0051,2020,D,56.7
E0000005896,S20190013,C0125,2020,B,82.3
E0000005897,S20190013,C0128,2020,A,89.6
E0000005898,S20190013,C0135,2020,A,84.0
E0000005899,S20190013,C0137,2020,F,41.6
E0000005900,S20190013,C0138,2020,B,72.8
E0000005901,S20190013,C0150,2020,C,71.8
E0000005902,S20190013,C0155,2020,C,72.9
E0000005903,S20190013,C0194,2020,A,83.6
E0000005904,S20190013,C0027,2021,B,76.6
E0000005905,S20190013,C0037,2021,S,94.9
E0000005906,S20190013,C0065,2021,C,81.0
E0000005907,S20190013,C0077,2021,F,41.1
E0000005908,S20190013,C0127,2021,S,93.2
E0000005909,S20190013,C0165,2021,B,82.0
E0000005910,S20190013,C0181,2021,C,57.2
E0000005911,S20190013,C0187,2021,A,91.6
E0000005912,S20190013,C0190,2021,B,88.9
E0000005913,S20190013,C0015,2022,B,87.7
E0000005914,S20190013,C0051,2022,B,70.5
E0000005915,S20190013,C0103,2022,A,82.8
E0000005916,S20190013,C0109,2022,C,62.9
E0000005917,S20190013,C0164,2022,C,83.6
E0000005918,S20190014,C0005,2019,F,31.9
E0000005919,S20190014,C0007,2019,A,86.9
E0000005920,S20190014,C0021,2019,C,62.4
E0000005921,S20190014,C0058,2019,B,82.2
E0000005922,S20190014,C0060,2019,B,88.8
E0000005923,S20190014,C0066,2019,A,95.7
E0000005924,S20190014,C0099,2019,C,63.2
E0000005925,S20190014,C0101,2019,F,24.5
E0000005926,S20190014,C0117,2019,A,89.3
E0000005927,S20190014,C0118,2019,C,84.4
E0000005928,S20190014,C0128,2019,B,82.2
E0000005929,S20190014,C0138,2019,F,39.6
E0000005930,S20190014,C0152,2019,D,48.1
E0000005931,S20190014,C0154,2019,A,88.3
E0000005932,S20190014,C0180,2019,C,80.2
E0000005933,S20190014,C0023,2020,F,47.8
E0000005934,S20190014,C0026,2020,B,76.5
E0000005935,S20190014,C0048,2020,A,94.4
E0000005936,S20190014,C0084,2020,F,33.7
E0000005937,S20190014,C0119,2020,D,74.2
E0000005938,S20190014,C0122,2020,B,79.2
E0000005939,S20190014,C0145,2020,C,72.5
E0000005940,S20190014,C0151,2020,C,78.9
E0000005941,S20190014,C0154,2020,S,91.7
E0000005942,S20190014,C0157,2020,D,77.5
E0000005943,S20190014,C0165,2020,B,74.4
E0000005944,S20190014,C0169,2020,B,79.5
E0000005945,S20190014,C0009,2021,B,61.5
E0000005946,S20190014,C0011,2021,B,83.8
E0000005947,S20190014,C0026,2021,C,72.5
E0000005948,S20190014,C0042,2021,A,83.9
E0000005949,S20190014,C0045,2021,B,81.7
E0000005950,S20190014,C0046,2021,B,88.7
E0000005951,S20190014,C0049,2021,S,93.7
E0000005952,S20190014,C0078,2021,C,59.9
E0000005953,S20190014,C0110,2021,C,66.7
E0000005954,S20190014,C0125,2021,C,75.1
E0000005955,S20190014,C0128,2021,A,82.3
E0000005956,S20190014,C0181,2021,D,59.2
E0000005957,S20190014,C0011,2022,C,54.1
E0000005958,S20190014,C0124,2022,B,80.7
E0000005959,S20190014,C0135,2022,D,69.4
E0000005960,S20190014,C0139,2022,A,95.3
E0000005961,S20190015,C0026,2019,F,36.8
E0000005962,S20190015,C0036,2019,F,41.2
E0000005963,S20190015,C0046,2019,D,66.0
E0000005964,S20190015,C0051,2019,C,54.3
E0000005965,S20190015,C0052,2019,B,81.4
E0000005966,S20190015,C0076,2019,A,80.6
E0000005967,S20190015,C0077,2019,C,70.6
E0000005968,S20190015,C0078,2019,W,27.6
E0000005969,S20190015,C0138,2019,C,77.7
E0000005970,S20190015,C0170,2019,F,34.8
E0000005971,S20190015,C0175,2019,A,90.0
E0000005972,S20190015,C0004,2020,A,81.1
E0000005973,S20190015,C0047,2020,B,77.3
E0000005974,S20190015,C0052,2020,C,70.2
E0000005975,S20190015,C0114,2020,S,93.1
E0000005976,S20190015,C0121,2020,C,88.5
E0000005977,S20190015,C0127,2020,C,78.5
E0000005978,S20190015,C0147,2020,F,32.9
E0000005979,S20190015,C0151,2020,S,92.8
E0000005980,S20190015,C0167,2020,C,50.3
E0000005981,S20190015,C0171,2020,B,75.5
E0000005982,S20190015,C0182,2020,C,73.2
E0000005983,S20190015,C0184,2020,B,86.5
E0000005984,S20190015,C0186,2020,S,96.8
E0000005985,S20190015,C0023,2021,C,55.4
E0000005986,S20190015,C0047,2021,C,75.3
E0000005987,S20190015,C0059,2021,A,81.2
E0000005988,S20190015,C0065,2021,D,40.3
E0000005989,S20190015,C0067,2021,C,59.9
E0000005990,S20190015,C0112,2021,B,93.0
E0000005991,S20190015,C0123,2021,S,90.4
E0000005992,S20190015,C0129,2021,C,66.0
E0000005993,S20190015,C0146,2021,C,86.4
E0000005994,S20190015,C0162,2021,A,83.7
E0000005995,S20190015,C0175,2021,C,79.9
E0000005996,S20190015,C0182,2021,A,85.8
E0000005997,S20190015,C0008,2022,C,78.2
E0000005998,S20190015,C0009,2022,D,65.3
E0000005999,S20190015,C0017,2022,B,70.8
E0000006000,S20190015,C0018,2022,D,68.7
E0000006001,S20190015,C0036,2022,F,36.9
E0000006002,S20190015,C0112,2022,A,91.3
E0000006003,S20190015,C0123,2022,B,77.0
E0000006004,S20190015,C0138,2022,D,54.5
E0000006005,S20190015,C0164,2022,A,84.5
E0000006006,S20190015,C0181,2022,A,92.5
E0000006007,S20190015,C0194,2022,C,54.3
E0000006008,S20190016,C0023,2019,W,19.8
E0000006009,S20190016,C0048,2019,D,76.7
E0000006010,S20190016,C0064,2019,S,97.3
E0000006011,S20190016,C0082,2019,B,68.7
E0000006012,S20190016,C0098,2019,B,64.5
E0000006013,S20190016,C0099,2019,S,91.8
